Original|Translated
Wounded Grunt|Verwundeter Grunzer
Erris the Collector|Erris die Sammlerin
Gelbin Mekkatorque|Gelbin Mekkadrill
Horde Grunt|Grunzer der Horde
Alliance Soldier|Soldat der Allianz
Kura Thunderhoof|Kura Donnerhuf
Felguard Legionnaire|Legionär der Teufelswache
Cannon|Kanone
Stormwind Guard|Wache von Sturmwind
Silver Hand Mender|Heiler der Silbernen Hand
Blood Knight|Blutritter
Silver Hand Protector|Beschützer der Silbernen Hand
Lord Solanar Bloodwrath|Lord Solanar Blutzorn
Knight-Lord Bloodvalor|Ritterfürst Heldenblut
Aponi Brightmane|Aponi Lichtmähne
Maiev Shadowsong|Maiev Schattensang
Altruis the Sufferer|Altruis der Leidende
Kayn Sunfury|Kayn Sonnenzorn
Defiled Grovewalker|Besudelter Hainwandler
Vindicator Boros|Verteidiger Boros
Highlord Darion Mograine|Hochlord Darion Mograine
Knight of the Ebon Blade|Ritter der Schwarzen Klinge
Val'kyr of Odyn|Val'kyr von Odyn
The Lich King|Der Lichkönig
Stormwind Knight|Ritter von Sturmwind
Matron Mother Malevolence|Matronenmutter Malicia
Eitrigg|Etrigg
Allari the Souleater|Allari die Seelenfresserin
Felguard Invader|Einfallende Teufelswache
Jace Darkweaver|Jace Düsterweber
War Eagle|Kriegsadler
Valarjar Thundercaller|Donnerrufer der Valarjar
Minerva Ravensorrow|Minerva Rabenkummer
Coilskar Myrmidon|Myrmidone der Echsennarbe
Huln Highmountain|Huln Hochberg
Danica the Reclaimer|Danica die Erlöserin
Stormforged Valarjar|Sturmgeschmiedeter der Valarjar
Justicar Julia Celeste|Justiziarin Julia Celeste
Rivermane Shaman|Schamane der Flussmähnen
Draenei Anchorite|Anachoretin der Draenei
Asha Ravensong|Asha Rabenruf
Kor'vas Bloodthorn|Kor'vas Blutdorn
Spiritwalker Ebonhorn|Geistwandler Ebenhorn
Apata Highmountain|Apata Hochberg
Sevis Brightflame|Sevis Leuchtflamme
Orik Trueheart|Orik Treuherz
Rivermane Tauren|Tauren der Flussmähnen
Metamorphosis|Metamorphose
Orgrimmar Grunt|Grunzer von Orgrimmar
Nathanos Blightcaller|Nathanos Pestrufer
Archdruid Hamuul Runetotem|Erzdruide Hamuul Runentotem
Keeper Remulos|Bewahrer Remulos
Li Li Stormstout|Li Li Sturmbräu
Archmage Ansirem Runeweaver|Erzmagier Ansirem Runenweber
Archmage Modera|Erzmagierin Modera
Archmage Vargoth|Erzmagier Vargoth
Ritssyn Flamescowl|Ritssyn Flammengroll
Zakajz the Corruptor|Zakajz der Verderber
Ragnvald Drakeborn|Ragnvald Drachenson
The Great Akazamzarak|Der Große Akazamzarak
Druid of the Claw|Druide der Klaue
Lea Stonepaw|Lea Steinpfote
Kirin Tor Guardian|Wächter der Kirin Tor
The Grey One|Der Graue
Lyessa Bloomwatcher|Lyessa Blütenseher
Farseer Nobundo|Scharfseher Nobundo
Muln Earthfury|Muln Erdenwut
Ox Initiates|Ochseninitianden
Spellblade Aluriel|Aluriel die Zauberklinge
Ox Adepts|Ochsenadepten
Ox Masters|Ochsenmeister
Tiger Initates|Tigerinitianden
Tiger Adepts|Tigeradepten
Tiger Masters|Tigermeister
Fevered Explorer|Fiebriger Forscher
Tahu Sagewind|Tahu Weisenwind
Black Harvest Acolytes|Akolythen der Schwarzen Ernte
Pack of Imps|Rudel Wichtel
Tirisgarde Apprentices|Lehrlinge der Tirisgarde
Water Elemental|Wasserelementar
Pack of Ghouls|Gruppe Ghule
Ebon Knights|Ritter der Schwarzen Klinge
Geist Swarm|Spukschwarm
Illidari Adepts|Adepten der Illidari
Druids of the Claw|Druiden der Klaue
Keepers of the Grove|Hüter des Hains
Squad of Archers|Trupp Bogenschützen
Band of Trackers|Gruppe Fährtenleser
Squad of Squires|Trupp Knappen
Silver Hand Knights|Ritter der Silbernen Hand
Group of Acolytes|Gruppe Akolythen
Netherlight Paragons|Netherlichtparagons
Band of Zealots|Gruppe Zeloten
Gang of Bandits|Banditenbande
Defias Thieves|Diebe der Defias
Uncrowned Duelists|Duellanten der Ungekrönten
Lesser Elementals|Geringe Elementare
Circle of Earthcallers|Kreis der Erdenrufer
Valarjar Aspirants|Aspiranten der Valarjar
Valkyra Shieldmaidens|Schildmaiden der Valkyra
Injured Adventurer|Verletzte Abenteurerin
Celestine of the Harvest|Celestine Erntedank
Rensar Greathoof|Rensar Großhuf
Emerald Drake|Smaragddrache
Felburned Scout|Teufelsverbrannter Späher
Gravely Wounded Soldier|Schwer verletzter Soldat
Felsoul Hold Escapee|Flüchtling der Teufelsseelenbastion
Ashen Druid|Druide der Äschernen
Verstok Darkbough|Verstok Dunkelstamm
Dvalen Ironrune|Dvalen Eisenrune
Archmage Kalec|Erzmagier Kalec
Swarm of Wild Imps|Schwarm Wildwichtel
Invisible Stalker|Unsichtbarer Pirscher
Uther the Lightbringer|Uther der Lichtbringer
Greater Elementals|Große Elementare
Earthen Ring Geomancers|Geomanten des Irdenen Rings
Black Harvest Invokers|Herbeirufer der Schwarzen Ernte
Kirin Tor Invokers|Herbeirufer der Kirin Tor
Shieldbearer Phalanx|Schildträgerphalanx
Silver Hand Templar|Templer der Silbernen Hand
Royal Dreadguard|Königliche Schreckenswache
Unseen Marksmen|Unsichtbare Schützen
Pathfinders|Pfadfinder
Shieldmaiden Warband|Schildmaidenkriegsmeute
Ashtongue Warriors|Krieger der Aschenzungen
Naga Myrmidons|Myrmidonen der Naga
Transformed Illidari Adepts|Verwandelte Adepten der Illidari
Ebon Ravagers|Verheerer der Schwarzen Klinge
Chief Telemancer Oculeth|Großtelemant Oculeth
Fleet Admiral Tethys|Flottenadmiral Tethys
Master Mathias Shaw|Meister Mathias Shaw
Crew of Pirates|Piratenmannschaft
High Priestess Ishanah|Hohepriesterin Ishanah
Dark Zealots|Dunkle Zeloten
Blob Bunny|Blobhase
Fevered Val'sharah Refugee|Fiebriger Flüchtling aus Val'sharah
Spell Bunny|Zauberhase
Guard|Wache
Dark Ranger|Dunkle Waldläuferin
Light's Heart|Herz des Lichts
Defias Thief|Dieb der Defias
Tirisgarde Apprentice|Lehrling der Tirisgarde
Kirin Tor Invoker|Herbeirufer der Kirin Tor
Priestess of the Moon|Mondpriesterin
Nightsaber|Nachtsäbler
The Curator|Der Kurator
Khadgar's Upgraded Servant|Khadgars verbesserter Diener
Glaive Thrower|Glevenschleuder
Darnassus Sentinel|Schildwache von Darnassus
First Arcanist Thalyssra|Erste Arkanistin Thalyssra
Vereesa Windrunner|Vereesa Windläufer
Johnny Awesome|Johnny Imba
Arcanist Valtrois|Arkanistin Valtrois
Dancer|Tänzer
Legion Battleship|Schlachtschiff der Legion
Princess Tess Greymane|Prinzessin Tess Graumähne
Aethas Sunreaver|Aethas Sonnenhäscher
Nighthuntress Syrenne|Nachtjägerin Syrenne
Magni Bronzebeard|Magni Bronzebart
Brann Bronzebeard|Brann Bronzebart
Shandris Feathermoon|Shandris Mondfeder
Commander Jarod Shadowsong|Kommandant Jarod Schattensang
Nerus Moonfang|Nerus Mondfang
Kirin Tor Guardians|Wächter der Kirin Tor
Ebon Knight Frostreavers|Frosthäscher der Schwarzen Klinge
7th Legion Shock Force|Stoßtrupp der 7. Legion
Kor'kron Shock Force|Stoßtrupp der Kor'kron
Chieftain Hatuun|Häuptling Hatuun
Wondrous Library|Wundersame Bibliothek
Earthen Ring Protectors|Beschützer des Irdenen Rings
Hooded Priests|Vermummte Priesterinnen
Silver Hand Crusaders|Kreuzfahrerinnen der Silbernen Hand
Ravenholdt Assassins|Rabenholdtassassinen
Masters of Serenity|Meister der Ruhe
Princess Talanji|Prinzessin Talanji
Krokul Ridgestalker|Krokulgratpirscher
High Exarch Turalyon|Hochexarch Turalyon
Alleria Windrunner|Alleria Windläufer
Lightforged Beacon|Lichtgeschmiedetes Signal
Flynn Fairwind|Finn Schönwind
Grand Artificer Romuul|Großkonstrukteur Romuul
Uncrowned Assassin|Assassine der Ungekrönten
Bladeguard Kaja|Klingenwache Kaja
Trained Pterrordax|Abgerichteter Pterrordax
Orgrimmar Raider|Räuber von Orgrimmar
Fallhaven Villager|Bewohner von Fallhafen
Sludge Guard|Schlickwache
Kul Tiran Noble|Adlige von Kul Tiras
Darkspear Shaman|Schamane der Dunkelspeere
Tauren Earthshaker|Taurenerderschütterer
Wardruid Loti|Kriegsdruidin Loti
Hexlord Raal|Hexfürst Raal
Irontide Cutthroat|Halsabschneider der Eisenfluträuber
Irontide Brinecaster|Salzwerfer der Eisenfluträuber
Locus-Walker|Raumgänger
Pile of Stones|Steinhaufen
Siege Monstrosity|Belagerungsmonstrosität
Akunda the Exalted|Akunda der Erhabene
Vulpera Padfoot|Samtpfote der Vulpera
Brinescale Wavecaller|Wellenrufer der Laugenschuppen
Vulpera Mixologist|Mixologe der Vulpera
Cutwater Reaver|Räuber der Schwertwasserkorsaren
Blacktooth Brute|Schläger der Schwarzzahnvandalen
Captain Fareeya|Hauptmann Fareeya
Patch|Flick
Newt|Molch
Lightsworn Recruit|Lichtgeschmiedete Rekrutin
Brennadam Citizen|Bürger von Brennadam
Forsaken Battleguard|Schlachtwache der Verlassenen
Irontide Pillager|Plünderer der Eisenfluträuber
Jaina Proudmoore|Jaina Prachtmeer
"Renzik ""The Shiv"""|"Renzik ""Das Messer"""
Faceless One|Gesichtsloser
Azerite War Machine|Azeritkriegsmaschine
Exodar Peacekeeper|Friedensbewahrer der Exodar
Gilnean Mauler|Gilnearische Rauferin
Expedition Guard|Expeditionswache
Bridgeport Guard|Wache von Bronhavn
Riding Raptor|Reitraptor
Ornery Battleboar|Bockiger Kampfeber
Kelsey Steelspark|Kelsey Stahlfunken
Wisp|Irrwisch
7th Legion Marine|Marinesoldat der 7. Legion
7th Legion Rifleman|Scharfschütze der 7. Legion
Kul Tiran Rowboat|Ruderboot von Kul Tiras
Danath Trollbane|Danath Trollbann
Overlord Geya'rah|Oberanführerin Geya'rah
Spirit of Vol'jin|Geist von Vol'jin
Captain Amalia Stone|Kapitänin Amalia Stein
Concerned Citizen|Besorgter Bürger
Blood Prince Dreven|Blutprinz Dreven
Blood Marquis|Blutgraf
Belysra Starbreeze|Belysra Sternenhauch
Master Apothecary Faranell|Apothekermeister Faranell
Halford Wyrmbane|Halford Wyrmbann
Darkspear Hunter|Jäger der Dunkelspeere
Darnassian Archer|Bogenschützin von Darnassus
Feral Guardian|Wilder Wächter
Shade|Schemen
General Rakera|Generalin Rakera
Horde Berserker|Berserker der Horde
G.M.O.D|G.M.O.D.
Restless Spirit|Ruheloser Geist
Goblin Gyrocopter|Goblingyrokopter
Derek Proudmoore|Derek Prachtmeer
Kul Tiran Marine|Marinesoldat von Kul Tiras
Zandalari Warrior|Krieger der Zandalari
War Guardian|Kriegswächter
Lost Memory|Verlorene Erinnerung
Mia Greymane|Mia Graumähne
Captain Rupert|Hauptmann Rupert
Bjorn Stouthands|Björn Krafthand
Lindie Springstock|Lindie Sprungfeder
Austin Huxworth|Austin Haxwart
Captain Garrick|Kapitänin Garrick
Brinestone Deposit|Salzsteinvorkommen
King Mechagon|König Mechagon
Hidden Treasure|Versteckter Schatz
Harpy Snatcher|Harpyienschnapperin
Archaeo-Tinkologist|Archäotüftologe
Alliance Warrior|Allianzkrieger
Worgen Hunter|Worgenjäger
Night Elf Druid|Nachtelfendruide
Snowball|Schneeball
Cork Fizzlepop|Cork Blubberplopp
Prince Erazmin|Prinz Erazmin
Merithra of the Dream|Merithra des Traums
Alexstrasza the Life-Binder|Alexstrasza die Lebensbinderin
Fire Elemental|Feuerelementar
Nightborne Arcanist|Arkanistin der Nachtgeborenen
General Kaal|Generalin Kaal
Rendle|Rendel
Cudgelface|Knüppelfratze
Mechanocat|Mechanokatze
Xiwyllag ATV|Xiwyllag-Flugfahrboot
Quartermaster Richter|Rüstmeisterin Richter
Winter Queen|Winterkönigin
Sire Denathrius|Graf Denathrius
Ralia Dreamchaser|Ralia Traumsucher
Onlooker|Zuschauer
Prince Renathal|Prinz Renathal
Soul Scythe|Seelensense
Mushroom Network|Pilznetzwerk
Margrave Gharmal|Markgraf Gharmal
Margrave Sin'dane|Markgräfin Sin'dane
Baroness Draka|Baronin Draka
The Accuser|Die Anklägerin
Audience Member|Zuschauer
The Stonewright|Die Steinhauerin
Lady Moonberry|Lady Mondbeere
Nadjia the Mistblade|Nadjia Nebelklinge
Hand of Vashj|Hand von Vashj
Baroness Vashj|Baronin Vashj
Mephiles the Loyal|Mephiles der Loyale
Dreamweaver|Traumweber
Hunt-Captain Korayn|Jagdhauptmann Korayn
The Jailer|Der Kerkermeister
Tactician Sakaa|Taktikerin Sakaa
Night Elf Soul|Nachtelfenseele
Plague Deviser Marileth|Seuchenerfinder Marileth
Prime Shieldguard|Oberste Schildwache
Heartwood Grove Evacuee|Evakuierter des Herzholzhains
Bonesmith Heirmir|Knochenschmiedin Heirmir
Runecarver|Runenmetz
Doomed Soul|Verdammte Seele
The Countess|Die Gräfin
Overseer Kah-Sher|Aufseher Kah-Sher
Ambitious Aspirant|Ehrgeiziger Aspirant
Venerable Denizen|Ehrwürdiger Einwohner
Ardent Loyalist|Unermüdliche Loyalistin
Sinfall Flyer|Flieger von Sündensturz
Stoneborn Legionnaire|Legionär der Steingeborenen
Rescued Worshipper|Geretteter Anbeter
Kyrian Ascendant|Kyrianischer Aszendent
Spell Target|Zauberziel
Prime Bladeguard|Oberste Klingenwache
Good Memory|Schöne Erinnerung
Chelra the Bladewall|Chelra der Klingenwall
Tranquil Soul|Ruhige Seele
Dredger Butler|Gräberbutler
Sylvanas Windrunner|Sylvanas Windläufer
Eye of the Jailer|Auge des Kerkermeisters
Valiant Protector|Tapfere Beschützerin
Prime Gatecrasher|Oberster Torbrecher
Stoneborn Guardian|Steingeborener Wächter
Enlightened Pilgrim|Erleuchteter Pilger
Dreadlord Infiltrator|Schreckenslordinfiltrator
The Primus|Der Primus
Kyrian Avenger|Rächer der Kyrianer
Mawsworn Warden|Schlundgebundener Wächter
Sly|Schlitzohr
Scalecommander Emberthal|Schuppenkommandantin Glutthal
Scalecommander Cindrethresh|Schuppenkommandant Glutdresch
Scalecommander Azurathel|Schuppenkommandant Azurathel
Dance Enthusiast|Tanzfan
Kurog Grimtotem|Kurog Grimmtotem
Dervishian|Derwischian
Scalecommander Sarkareth|Schuppenkommandant Sarkareth
Winged Soul Eater|Geflügelter Seelenfresser
Obsidian Warder|Obsidianwächter
Dark Talon|Dunkelkralle
Alliance Footsoldier|Fußsoldat der Allianz
Horde Footsoldier|Fußsoldat der Horde
Murloc You|Murloc-Ich
Scalecommander Viridia|Schuppenkommandantin Viridia
Background|Hintergrund
Naleidea Rivergleam|Naleidea Flussglanz
Deathstalker Commander Belmont|Todespirscherkommandant Belmont
Scout Tomul|Späherin Tomul
Windscourge Drake|Windgeißeldrache
Brackenhide Putrifier|Verderber von Brackenfell
Iskaara Fisher|Fischer von Iskaara
Majordomo Selistra|Majordomus Selistra
Toddy Whiskers|Toddy Schnurrbart
Bubbled Duckling|Entchen in der Blase
Race Controller|Rennleiter
Boost|Schub
Energy|Energie
Kirin Tor Mage|Magier der Kirin Tor
Atrenosh Hailstone|Atrenosh Hagelstein
Blue Dragon|Blauer Drache
Winds of the Isles|Winde der Inseln
Finduin Wryngrrlgulgll|Finduin Wrynngrlgurl
Proto-Drake|Protodrache
Dragon Glyph|Drachenglyphe
Tuskarr Child|Tuskarrkind
Cavalier Drakerider|Kecker Drachenreiter
Stout Riding Bakar|Kräftiger Reitbakar
Emerald Dragon|Smaragddrache
Tracker Dragon Glyph|Fährtenleserdrachenglyphe
Talon Damos|Kralle Damos
Winglord Dezran|Schwingenfürst Dezran
Zaqali Berserker|Berserker der Zaqali
Spellsworn Crechebound|Hortgebundener der Zauberverschworenen
Disruptive Arcana|Störendes Arkana
Wildfire|Lauffeuer
Tremblor|Beben
Flow|Fluss
Lysander Starshade|Lysander Sternschatten
Emberthal|Glutthal
Primalist Portal|Portal der Primalisten
Time Rift|Zeitriss
Curious Whelpling|Neugieriger Welpling
Katy Stampwhistle|Katy Stanzpfeife
Sentinel of the New Moon|Schildwache des Neumonds
Ashendir Hartwood|Ashendir Hartholz
Flame Portal|Flammenportal
Great Glorious Alliance Footman|Fußsoldat der großen, glorreichen Allianz
Blood Horde Grunt|Grunzer der Bluthorde
Forsaken Soldier|Soldat der Verlassenen
Dreamseed Bloom|Traumsaatblüte
Primalist Flamewarden|Flammenwächter der Primalisten
Tishamaat Celebrant|Feiernder des Tishamaat
General Steelstrike|Generalin Stahlstoß
Arathi Stalwart|Standfester der Arathi
Velhanite Citizen|Bürger von Velhans Geltung
Spindle|Spindel
Swift Stormrook|Schnelle Sturmkrähe
Hallowfall Lightblade|Lichtklinge von Heilsturz
Ballista|Balliste
Horde Emmissary|Abgesandter der Horde
Mossy Snail|Moosschnecke
Sporbit|Sporenbiss
Stromgarde Footman|Fußsoldat von Stromgarde
Arathi Aeroknight|Luftritter der Arathi
Grimla Fizzlecrank|Grimla Knisterkurbel
Supplier Wei|Versorgerin Wei
Marran Trollbane|Marran Trollbann
Soul-Scribe|Seelenschreiberin
Demon Hunter Champion|Dämonenjägerchampion
Overseer Dritz|Aufseher Dritz
Undermine Resident|Einwohner von Lorenhall
Pet Pal|Haustierkumpel
Runed Storm Cache|Runenverzierte Sturmtruhe
Kirin Tor Survivor|Überlebender der Kirin Tor
Rebellious Citizen|Rebellischer Bürger
Xel'anegh the Many|Xel'anegh die Vielen
Riftblade Astre|Rissklinge Astre
Lady Darkglen|Lady Dunkeltal
Riftblade Maella|Rissklinge Maella
Light's Vanguard|Frontkämpfer des Lichts
Leona Darkstrider|Leona Dunkelstreifer
Charge Bar|Ladebalken
Offworlder Refugee|Geflüchteter Außerweltler
Void Bubble|Leerenblase
War Chaplain Senn|Kriegskaplanin Senn
Commander Venel Lightblood|Kommandant Venel Lichtblut
Twilight Ogre Directional Sound Cue|Zwielichtoger-Richtungssoundsignal
Cat|Katze
Bear|Bär
Crocolisk|Krokilisk
Carrion Bird|Aasvogel
Crab|Krabbe
Tallstrider|Weitschreiter
Voidwalker|Leerwandler
Scorpid|Skorpid
Turtle|Schildkröte
Hyena|Hyäne
Bird of Prey|Raubvogel
Wind Serpent|Windnatter
Remote Control|Ferngesteuert
Dragonhawk|Drachenfalke
Warp Stalker|Sphärenjäger
Moth|Motte
Chimaera|Schimäre
Devilsaur|Teufelssaurier
Ghoul|Ghul
Aqiri|Aqir
Worm|Wurm
Core Hound|Kernhund
Spirit Beast|Geisterbestie
Fox|Füchsin
Monkey|Affe
Hound|Hund
Shale Beast|Schieferbestie
Voidlord|Leerenfürst
Observer|Beobachter
Wrathguard|Zornwächter
Earth Elemental|Erdelementar
Waterfowl|Wasservogel
Water Strider|Wasserschreiter
Rodent|Nager
Stone Hound|Steinhund
Gruffhorn|Schroffhorn
Direhorn|Terrorhorn
Storm Elemental|Sturmelementar
Terrorguard|Terrorwache
Riverbeast|Flussbestie
Stag|Hirsch
Mechanical|mechanischer
Abomination|Monstrosität
Scalehide|Schuppenbalg
Oxen|Ochse
Feathermane|Federmähnen
Lizard|Echse
Blood Beast|Blutbestie
Camel|Kamel
Courser|Renner
Mammoth|Mammut
Incubus|Inkubus
Lesser Dragonkin|Niederer Drachkin
Whiptail|Schienenechsen
PLAYER, Human|SPIELER, Mensch
PLAYER, Orc|SPIELER, Orc
PLAYER, Dwarf|SPIELER, Zwerg
PLAYER, Night Elf|SPIELER, Nachtelf
PLAYER, Undead|SPIELER, Untoter
PLAYER, Tauren|SPIELER, Tauren
PLAYER, Gnome|SPIELER, Gnom
PLAYER, Troll|SPIELER, Troll
Defias Brotherhood|Bruderschaft der Defias
Gnoll - Riverpaw|Gnoll - Flusspfoten
Gnoll - Redridge|Gnoll - Rotkammgebirge
Gnoll - Shadowhide|Gnoll - Schattenfelle
Undead, Scourge|Untoter, Geißel
Beast - Spider|Wildtier - Spinne
Beast - Boar|Wildtier - Eber
Troll, Bloodscalp|Troll, Blutskalpe
Troll, Skullsplitter|Troll, Schädelspalter
Prey|Beute
Beast - Wolf|Wildtier - Wolf
Defias Brotherhood Traitor|Verräter der Bruderschaft der Defias
Friendly|Freundlicher
Troll, Frostmane|Troll, Frostmähnen
Orc, Blackrock|Orc, Schwarzfels
Villian|Bösewicht
Victim|Opfer
Beast - Bear|Wildtier - Bär
Kurzen's Mercenaries|Kurzens Söldner
Escortee|Eskortierter
Beast - Raptor|Wildtier - Raptor
Dragonflight, Green|Drachenschwarm, Grün
Lost Ones|Verirrte
Blacksmithing - Armorsmithing|Schmiedekunst - Rüstungsschmiedekunst
Dark Iron Dwarves|Dunkeleisenzwerge
Human, Night Watch|Mensch, Nachtwache
Dragonflight, Red|Drachenschwarm, Rot
Gnoll - Mosshide|Gnoll - Moosfelle
Orc, Fel Dragonmaw|Orc, Teufelsdrachenmalklan
Gnome - Leper|Gnom - Lepra
Scarlet Crusade|Scharlachroter Kreuzzug
Gnoll - Rothide|Gnoll - Moderfelle
Beast - Gorilla|Wildtier - Gorilla
Thorium Brotherhood|Thoriumbruderschaft
Forlorn Spirit|Unglückseliger Geist
Horde Generic|Horde, Standard
Syndicate|Syndikat
Hillsbrad Militia|Hügellandmiliz
Spirit|Geist
Treasure|Schatz
Gnoll - Mudsnout|Gnoll - Morastschnauzen
HIllsbrad, Southshore Mayor|Hügelland, Bürgermeister von Süderstade
Dragonflight, Black|Drachenschwarm, Schwarz
Troll, Witherbark|Troll, Bleichborken
Leatherworking - Elemental|Lederverarbeitung - Elementar
Quilboar, Razormane|Stacheleber, Klingenmähnen
Quilboar, Bristleback|Stacheleber, Borstennacken
Leatherworking - Dragonscale|Lederverarbeitung - Drachen
Bloodsail Buccaneers|Blutsegelbukaniere
Blackfathom|Tiefschwarze Grotte
Centaur, Kolkar|Zentaur, Kolkar
Centaur, Galak|Zentaur, Galak
Gelkis Clan Centaur|Gelkisklan
Magram Clan Centaur|Magramklan
Quilboar, Razorfen|Stacheleber, Klingenhauer
Quilboar, Razormane 2|Stacheleber, Klingenmähnen 2
Quilboar, Deathshead|Stacheleber, Totenkopf
Enemy|Feind
Nethergarde Caravan|Karawane von Nethergarde
Steamwheedle Cartel|Dampfdruckkartell
Alliance Generic|Allianz Allgemein
Silithid|Sillithid
Silvermoon Remnant|Überlebende aus Silbermond
Zandalar Tribe|Stamm der Zandalari
Blacksmithing - Weaponsmithing|Schmiedekunst - Waffenschmiedekunst
Beast - Bat|Wildtier - Fledermaus
Titan|Titanisch
Taskmaster Fizzule|Zuchtmeister Fitzel
Ravenholdt|Rabenholdt
Gnomeregan Bug|Gnomeregan-Bug
Harpy|Harpyie
Burning Blade|Brennende Klinge
Shadowsilk Poacher|Schattenseidewilderer
Searing Spider|Sengende Spinne
Goblin, Dark Iron Bar Patron|Goblin, Dunkeleisen (Bargast)
The League of Arathor|Der Bund von Arathor
The Defilers|Die Entweihten
Argent Dawn|Argentumdämmerung
Darkspear Trolls|Dunkelspeertrolle
Dragonflight, Bronze|Drachenschwarm, Bronze
Dragonflight, Blue|Drachenschwarm, Blau
Leatherworking - Tribal|Lederverarbeitung - Stamm
Engineering - Goblin|Ingenieurskunst - Goblin
Engineering - Gnome|Ingenieurskunst - Gnom
Blacksmithing - Hammersmithing|Schmiedekunst - Hammerschmiedekunst
Blacksmithing - Axesmithing|Schmiedekunst - Axtschmiedekunst
Blacksmithing - Swordsmithing|Schmiedekunst - Schwertschmiedekunst
Troll, Vilebranch|Troll, Blutfratzen
Southsea Freebooters|Südmeerfreibeuter
Furbolg, Uncorrupted|Unverderbte Furbolgs
Wintersaber Trainers|Wintersäblerausbilder
Cenarion Circle|Zirkel des Cenarius
