Original|Translated
Black Tooth Hovel|Загон Черного Зуба
Fields of Honor|Поля Славы
Chiselgrip|Узкоклинье
Firegut Furnace|Очаг Огненного Чрева
The Skull Warren|Лабиринт Черепа
D-Block|Блок Д
Cursed Depths|Проклятые глубины
The Hole|Яма
Obsidian Lair|Обсидиановое логово
Neferset City|Неферсет
Iso'rath|Изо'рат
Sunwatcher's Ridge|Хребет Стражей Солнца
Vir'naal Dam|Запруда Вир'наал
Cannon's Inferno|Преисподняя Прожара
Obelisk of the Moon|Обелиск Луны
Temple of Uldum|Храм Ульдума
Oasis of Vir'sar|Оазис Вир'сара
Ruins of Khintaset|Руины Кинтасета
Chamber of the Moon|Зал Луны
Sullah's Sideshow|Цирк Суллы
Maker's Ascent|Возвышение Творца
Arikara's Needle|Шпиль Арикары
Irontree Clearing|Прогалина Железнолесья
Valley of Ashes|Долина пепла
Sindweller's Rise|Холм Греховодника
Neferset City Outskirts|Окраины Неферсета
Wildhammer Flag Room|Флаговая комната Громового Молота
Dragonmaw Flag Room|Флаговая комната Драконьей Пасти
Thunderstrike Mountain|Гора Громового Удара
Beneath The Double Rainbow|Сень радуги
Pilgrim's Precipice|Пропасть Пилигрима
Bashal'Aran Collapse|Разлом Башал'Аран
The Howling Oak|Воющий дуб
Mount Akher|Гора Акер
Tombs of the Precursors|Гробницы Предтеч
Arsad Trade Post|Торговая лавка Арсад
Darkspear Shore|Дюны Черного Копья
The Deathknell Graves|Кладбище Похоронного Звона
Murkdeep Cavern|Пещера Глубомрака
Keset Pass|Тропа Кесета
Ahn'Qiraj: The Fallen Kingdom|Ан'Кираж: Павшее Королевство
Surveyors' Outpost|Лагерь геодезистов
M.A.C. Diver|"МАК ""Водолаз"""
Tomb of the Sun King|Гробница Солнечного короля
The Circle of Life|Круг Жизни
Schnottz's Hostel|Таверна Шнотца
Halls of Origination Entrance|Чертоги Созидания
The Vortex Pinnacle Entrance|Вход на Вершину Смерча
Goodgrub Smoking Pit|Коптильня Скороцапа
The Catacombs|Катакомбы
Snowden Chalet|Снегонор
The Steam Pools|Дымящиеся озера
Beryl Egress|Берилловый Удел
Lost City of the Tol'vir Entrance|Затерянный город Тол'вир
Atulhet's Tomb|Гробница Атулхета
Vir'naal Oasis|Оазис Вир'наал
Vir'naal Lake|Озеро Вир'наал
Vir'naal River Delta|Дельта Вир'наала
Fortune's Fist|Рука Судьбы
The Commons|Общий зал
Duskmist Shore|Берег Вечернего Тумана
Brashtide Attack Fleet|Военный флот братства Крушащей Волны
Firelands|Огненные Просторы
Twilight Camp|Сумеречный лагерь
Camp Mojache Longhouse|Большой дом Мохаче
Scott's Spooky Area|Страшное место Скотта
Falconwing Inn|Таверна Соколиных Крыльев
Nordrassil Inn|Таверна Нордрассила
Whelgar's Retreat|Укрытие Вельгара
Molten Front|Огненная передовая
Sarahland|Земля Сары
The Wandering Isle|Скитающийся остров
Pei-Wu Forest|Лес Пэй-У
Malfurion's Breach|Аванпост Малфуриона
Ashen Fields|Пепельные поля
Magma Springs|Магматические ключи
Igneous Depths|Вулканические глубины
Forlorn Spire|Одинокая башня
The Widow's Clutch|Кладка Вдовы
Wildflame Point|Лагерь Возгорания
The Furnace|Топка
The Molten Flow|Расплавленный поток
Crumbling Stones|Гремящие камни
Fireplume Peak|Пик Огненного Венца
Ragnaros' Reach|Владения Рагнароса
Dreadmist Camp|Лагерь Багрового Тумана
Rhyolith Plateau|Плато Риолита
Beth'tilac's Lair|Логово Бет'тилак
Flamebreach|Огненный портал
Shatterstone|Каменный Венец
Mortal's Demise|Погибель Смертных
Sulfuron Span|Мост Сульфурона
Sulfuron Keep Courtyard|Двор крепости Сульфурона
Sulfuron Keep|Крепость Сульфурона
The Molten Fields|Раскаленные поля
Dragonmaw Stronghold|Форт Драконьей Пасти
Thalassian Range|Талассийская гряда
Amani Mountains|Аманийские горы
Nordune Ridge|Утес Нордун
Darsok's Outpost|Лагерь Дарсока
A Dark Place|В темноте
Cloudtop Terrace|Подзвездная терраса
The Jade Forest|Нефритовый лес
Schnottz's Frigate|Фрегат Шнотца
Well of Eternity|Источник Вечности
End Time|Конец Времен
The Ridge of Ancient Flame|Гряда Древнего Пламени
Entryway of Time|Врата Времени
The Staidridge|Незыблемый утес
The Anvil of Conflagration|Огненная Наковальня
Valley of the Four Winds|Долина Четырех Ветров
Anvil of Conflagration|Огненная Наковальня
Temple of Five Dawns|Храм Пяти Рассветов
The Path of Corruption|Порочный путь
Circle of Thorns|Кольцо Шипов
Bluff of the South Wind|Утес Южного Ветра
The Dawning Valley|Рассветная долина
The Singing Pools|Поющие пруды
The Rows|Огороды
Mandori Village|Деревня Мандори
Ridge of Laughing Winds|Хребет Смеющихся Ветров
Morning Breeze Village|Деревня Утреннего Бриза
Fe-Feng Village|Деревня Фэ-Фан
The Wood of Staves|Лес Посохов
Wreck of the Skyseeker|"Место падения ""Небесного искателя"""
Shang Xi Training Grounds|Тренировочная площадка Шан Си
Wu-Song Village|Деревня У-Сун
Forest Heart|Сердце леса
The Dawning Span|Рассветный мост
Whispering Forest|Шепчущий лес
Vale of Eternal Blossoms|Вечноцветущий дол
Kun-Lai Summit|Вершина Кунь-Лай
Townlong Steppes|Танлунские степи
Tranquil Grotto|Уголок Спокойствия
Hour of Twilight|Время Сумерек
Fu's Pond|Пруд Фу
The Dawning Stair|Рассветная лестница
Cave of Meditation|Пещера Медитации
Shrine of Inner-Light|Святилище Внутреннего Света
Silken Shore|Шелковый берег
Paw'don Glade|Роща Лап'дон
Wreck of the Vanguard|"Обломки ""Авангарда"""
Garrosh'ar Point|Лагерь Гаррош'ар
Nectarbreeze Orchard|Сад Сладкого Ветерка
Tian Monastery|Монастырь Тянь
Shrine of Remembrance|Святилище Воспоминаний
Camp Gormal|Лагерь Гормал
The Elders' Path|Путь Старейшин
Liang's Retreat|Пристанище Ляна
Darkmoon Island|Остров Новолуния
Pool of Reflection|Пруд Созерцания
Banquet Grounds|Площадка для пиршества
Wreck of Hellscream's Fist|"Место падения ""Кулака Адского Крика"""
Ascent of Swirling Winds|Возвышенность Кружащихся Ветров
Strongarm Airstrip|Взлетная полоса Сильной Руки
The Ring of Inner Focus|Круг Внутреннего Сосредоточения
The Darkmoon Faire|Ярмарка Новолуния
The Ring of Balance|Круг Равновесия
Slingtail Pits|Ямы Ловкого Хвоста
Sea Mist Ridge|Гряда Морских туманов
Waxwood|Буковый лес
Lair of the Jade Witch|Хижина нефритовой ведьмы
Serpent's Heart|Змеиное Сердце
Darkmoon Deathmatch|Арена ярмарки Новолуния
Orchid Hollow|Ложбина Орхидей
Terrace of Ten Thunders|Терраса Десяти Громов
Maelstrom Deathwing Fight|Водоворот, бой со Смертокрылом
The Dai-Lo Farmstead|Крестьянский двор Дай-Ло
Virmen Grotto|Укрытие гну-синей
Teeming Burrow|Забитая нора
Ki-Han Brewery|Хмелеварня Ци-Хань
Shrine of Dreaming Stones|Святилище Дремлющих Камней
Chamber of Whispers|Зал Шептаний
Shadybranch Pocket|Тенистая поляна
Fox Grove|Лисья роща
Shang's Valley|Долина Шана
Dragon Soul|Душа Дракона
The Fertile Copse|Обильная поросль
Serenity Falls|Водопады Спокойствия
Path of Enlightenment|Путь Просвещения
Exclamation Point|Место вскрика
Cave of Words|Пещера Слов
Darkmoon Path|Дорога ярмарки Новолуния
