Original|Translated
The Wyrmrest Accord|龍眠協調者
The Silver Covenant|白銀誓盟
Grizzly Hills Trapper|灰白之丘陷捕者
Wrath of the Lich King|巫妖王之怒
Knights of the Ebon Blade|黯刃騎士團
Wrathgate Scourge|憤怒之門天譴軍
Wrathgate Alliance|憤怒之門聯盟部隊
Wrathgate Horde|憤怒之門部落部隊
CTF - Flag - Horde|奪取旗幟 - 旗幟 - 部落
CTF - Flag - Neutral|奪取旗幟 - 旗幟 - 中立
Frenzyheart Tribe|狂心部族
The Oracles|神諭者
Argent Crusade|銀白十字軍
Troll, Drakkari|食人妖，德拉克瑞
CoT Arthas|CoT 阿薩斯
CoT Stratholme Citizen|CoT 斯坦索姆市民
CoT Scourge|CoT 天譴軍團
Freya|芙蕾雅
Elemental, Water|元素，水
Elemental, Air|元素，空氣
Classic|艾澤拉斯
The Sons of Hodir|霍迪爾之子
Iron Giants|鐵巨人
Frost Vrykul|冰霜維酷人
Storm Peaks Earthen|風暴群山土靈
Monster Referee|怪物裁判
The Sunreavers|奪日者
Hyldsmeet|海茲競技
The Frostborn|霜誕矮人
Twilight's Hammer|暮光之錘
Furbolg, Blackwood|熊怪，黑木
Stag, Darkshore|雄鹿，黑海岸
Bear, Darkshore|熊，黑海岸
Moonstalker, Darkshore|月巡虎，黑海岸
Bilgewater Cartel|污水企業聯合
The Earthen Ring|陶土議會
Tranquillien Conversion|安寧地皈依者
Wintersaber Conversion|冬刃豹皈依者
Cataclysm - New Neutral Reputation|浩劫與重生，新中立聲望
Magram Remnant|瑪格拉姆殘存者
Sons of Gelkis|吉爾吉斯之子
Hates Everything|仇視所有
PLAYER, Goblin|玩家，哥布林
PLAYER, Worgen|玩家，狼人
Silver Covenant Conversion|白銀誓盟皈依者
Sunreavers Conversion|奪日者皈依者
The Ashen Verdict|灰燼裁決軍
Pygmy|俾格米
Guardians of Hyjal|海加爾守護者
CTF - Flag - Alliance 2|奪取旗幟 - 旗幟 - 聯盟 2
CTF - Flag - Horde 2|奪取旗幟 - 旗幟 - 部落 2
Grimtotem|恐怖圖騰
Cataclysm|浩劫與重生
Guild|公會
Therazane|瑟拉贊恩
Dragonmaw Clan|龍喉氏族
Wildhammer Clan|蠻錘氏族
Baradin's Wardens|巴拉丁鐵衛
Hellscream's Reach|地獄吼先鋒
Slime|泥漿
Friendly, New|友善，新
Avengers of Hyjal|海加爾復仇者
Shang Xi's Academy|尚羲學院
Forest Hozen|森林猴人
CoT Well of Eternity - Illidan|時光之穴永恆之井 - 伊利丹
CoT Well of Eternity - High Elves|時光之穴永恆之井 - 高等精靈
CoT Well of Eternity - Illidan (Stealth)|時光之穴永恆之井 - 伊利丹（潛行）
CoT Well of Eternity - Demons|時光之穴永恆之井 - 惡魔
CoT Well of Eternity - Demon Balls|時光之穴永恆之井 - 惡魔球
CoT Well of Eternity - Hunter Stalkers|時光之穴永恆之井 - 獵人潛獵者
Pearlfin Jinyu|珠鰭錦魚人
Mists of Pandaria|潘達利亞之謎
PLAYER, Expansion 4 Neutral|玩家，第四部資料片中立陣營
Sha|煞
Guardians of the East Temple|玉蛟寺守護者
Mogu|魔古
Golden Lotus|金蓮會
Shado-Pan|影潘
Order of the Cloud Serpent|雲蛟衛
The Tillers|耕者工會
Jogu the Drunk|『酒鬼』酒骨
Ella|艾拉
Old Hillpaw|老丘爪
Chee Chee|奇奇
Sho|阿秀
Haohan Mudclaw|好漢‧泥爪
Tina Mudclaw|蒂娜‧泥爪
Gina Mudclaw|吉娜‧泥爪
Fish Fellreed|小魚‧跌蘆
Farmer Fung|農夫老豐
Guardians of the Red Crane|紅鶴守護者
The Anglers|釣手隊
The Mantid Swarm|螳族
The Klaxxi|卡拉西
Gurthan Mogu|葛薩恩魔古
Harthak Mogu|哈薩科魔古
Korgesh Mogu|卡傑許魔古
The August Celestials|聖獸天尊
The Lorewalkers|博學行者
The Brewmasters|釀酒大師
Huojin Pandaren|火金熊貓人
Tushui Pandaren|土水熊貓人
Nomi|糯米
The Black Prince|黑龍王子
Friendly, Force Reaction 2|友善，強制反應2
Friendly, Force Reaction 3|友善，強制反應
Friendly, Force Reaction 4|友善，強制反應
Friendly, Force Reaction 5|友善，強制反應
Friendly, Force Reaction 6|友善，強制反應
Friendly, Force Reaction 7|友善，強制反應7
Brawl'gar Arena (Season 1)|鬥陣競技場（第一季）
Dominance Offensive|制霸先鋒軍
Operation: Shieldwall|鐵壁特遣行動
Kirin Tor Offensive|祈倫托先遣軍
Sunreaver Onslaught|奪日者先鋒軍
Akama's Trust|阿卡瑪之信
Bizmo's Brawlpub (Season 1)|畢茲摩鬥陣俱樂部（第一季）
Monster, Enforced Neutral For Force Reaction|怪物，強迫反應為強制中立
Shado-Pan Assault|影潘之襲
Darkspear Rebellion|暗矛反抗軍
Kor'kron|柯爾克隆
Warlords of Draenor|德拉諾之霸
Frostwolf Orcs|霜狼獸人
The Timewalkers|時光行者
Emperor Shaohao|紹昊大帝
Frostfire Ogres|霜火巨魔
Red Phantom|火紅幽靈
Shadowmoon Orcs|影月獸人
The Pale|蒼白獸人
Adherents of Rukhmar|魯克馬爾擁護者
Arakkoa Outcasts|阿拉卡流亡者
Shadowmoon Exiles|影月流亡者
Shadow Council|暗影議會
Draenei, Draenor|德萊尼，德拉諾
Breaker|破源者
The Iron Horde|鋼鐵部落
The Sargerei|薩格萊
Draenor Spores|德拉諾孢子
Operation: Aardvark|土豚行動
Vol'jin's Spear|沃金之矛
Wrynn's Vanguard|烏瑞恩先鋒
Gorgrond Goren|格古隆德戈倫
Brawl'gar Arena (Season 2)|鬥陣競技場（第2季）
Bizmo's Brawlpub (Season 2)|畢茲摩鬥陣俱樂部（第2季）
Laughing Skull Orcs|獰笑骷髏獸人
Sha'tari Defense|撒塔斯守軍
Steamwheedle Preservation Society|熱砂保護協會
Council of Exarchs|主教議會
Steamwheedle Draenor Expedition|熱砂德拉諾遠征隊
Delvar Ironfist|德爾瓦‧鐵拳
Barracks Bodyguards|兵營保鏢
Tormmok|托爾瑪克
Talonpriest Ishaal|魔爪祭司艾夏歐
Defender Illona|防衛者伊蘿娜
Aeda Brightdawn|愛伊達‧明曦
Nagrand Gronn|納葛蘭古羅
Coliseum Treasure|大競技場寶藏
Highmaul Gladiators|天槌鬥士
Burning Legion Invaders|燃燒軍團入侵者
Gilnean Survivors|吉爾尼斯倖存者
Highmountain Tribe|高嶺部族
Uncrowned|無冕者
Hand of the Prophet|預言者之手
Vol'jin's Headhunters|沃金獵頭者
Order of the Awakened|覺醒者衛隊
The Saberstalkers|劍齒潛獵者
The Nightfallen|夜落精靈
Arcane Thirst (Thalyssra)|秘法飢渴（薩莉瑟拉）
Arcane Thirst (Silgryn) DEPRECATED|Arcane Thirst（Silgryn） DEPRECATED
Arcane Thirst (Oculeth)|秘法飢渴（歐庫雷斯）
Dreamweavers|織夢者
Jandvik Vrykul|詹德維克維酷人
The Wardens|看守者
Moonguard|月之守衛
Court of Farondis|法隆迪斯廷衛
Dreamgrove Druid|幻夢之林德魯伊
Drogbar|卓格巴
Kvaldir Ghosts|科瓦迪爾鬼魂
Kvaldir|科瓦迪爾
Arcane Thirst (Valtrois)|秘法飢渴（薇兒塔）
Moon Guard|月之守衛
Illidari|伊利達瑞
Valarjar|華爾拉亞
Nightborne Civilian|夜裔居民
Conjurer Margoss|咒術師瑪苟斯
The First Responders|第一應援者
Brawl'gar Arena (Season 3)|鬥陣競技場（第三季）
Bizmo's Brawlpub (Season 3)|畢茲摩鬥陣俱樂部（第三季）
Nightborne Rebels|夜裔反抗軍
Talon's Vengeance|復仇之爪
Armies of Legionfall|軍團之殞部隊
Highmountain Tribe (Paragon)|高嶺部族（典範）
Valarjar (Paragon)|華爾拉亞（典範）
Court of Farondis (Paragon)|法隆迪斯廷衛（典範）
Dreamweavers (Paragon)|織夢者（典範）
The Nightfallen (Paragon)|夜落精靈（典範）
The Wardens (Paragon)|看守者（典範）
Armies of Legionfall (Paragon)|軍團之殞部隊（典範）
Ilyssia of the Waters|『水之守衛者』伊莉西亞
Keeper Raynae|守護者蕾奈
Akule Riverhorn|阿庫爾‧河角
Corbyn|柯爾賓
Sha'leth|夏蕾斯
Impus|英普斯
Zandalari Empire|贊達拉帝國
Battle for Azeroth|決戰艾澤拉斯
Zandalari Dinosaurs|贊達拉恐龍
Kul Tiras - Tiragarde|庫爾提拉斯 - 提拉加德
Great Sea Privateers|無盡之海私掠者
Irontide Raiders|鐵潮劫掠者
Blood Trolls|鮮血食人妖
Talanji's Expedition|塔蘭姬的遠征隊
The Honorbound|榮勛軍團
Voldunai|沃魯敦人
7th Legion|第七軍團
Proudmoore Admiralty|普勞德摩爾海軍府
Order of Embers|燼火會
Storm's Wake|風暴守望
Tortollan Seekers|托爾托追尋者
Champions of Azeroth|艾澤拉斯的勇士
Army of the Light|聖光軍團
Army of the Light (Paragon)|聖光軍團（典範）
Argussian Reach (Paragon)|阿古斯守望（典範）
Argussian Reach|阿古斯守望
The Bilge Rats|污鼠會
Blacktooth Brawlers|黑牙惡徒
Cutwater Corsairs|分水海寇
Ashvane Trading Co.|艾胥凡貿易公司
Beast - Bee|野獸 - 蜂
Beast - Wendigo|野獸 - 雪怪
Dino Training - Pterrodax|恐龍訓練 - 翼手龍
Wendigo|雪怪
Bees|蜂類
Kul Tiras - Drustvar|庫爾提拉斯 - 佐司瓦
Kul Tiras - Stormsong|庫爾提拉斯 - 斯陀頌恩
Dino Training - Direhorn|恐龍訓練 - 恐角龍
Bizmo's Brawlpub (Season 4)|畢茲摩鬥陣俱樂部（第4季）
Brawl'gar Arena (Season 4)|鬥陣競技場（第4季）
The Unshackled|破縛者
The Unshackled (Paragon)|破縛者（典範）
Hunter Akana|獵手阿卡納
Farseer Ori|先知歐里
Bladesman Inowari|劍客伊野斬
Zandalari Empire (Paragon)|贊達拉帝國（典範）
Proudmoore Admiralty (Paragon)|普勞德摩爾海軍府（典範）
Talanji's Expedition (Paragon)|塔蘭姬的遠征隊（典範）
Storm's Wake (Paragon)|風暴守望（典範）
Voldunai (Paragon)|沃魯敦人（典範）
Order of Embers (Paragon)|燼火會（典範）
7th Legion (Paragon)|第七軍團（典範）
The Honorbound (Paragon)|榮勛軍團（典範）
Champions of Azeroth (Paragon)|艾澤拉斯的勇士（典範）
Tortollan Seekers (Paragon)|托爾托追尋者（典範）
Poen Gillbrack|波恩‧括鰭
Neri Sharpfin|奈莉‧銳鰭
Vim Brineheart|維姆‧鹽心
Rustbolt Resistance|鏽栓反抗軍
Rustbolt Resistance (Paragon)|鏽栓反抗軍（典範）
Hermit Crabs|寄居蟹
Honeyback Hive|蜜背蜂巢
Honeyback Drone|蜜背雄蜂
Honeyback Hivemother|蜜背女王蜂
Honeyback Harvester|蜜背採收蜂
Waveblade Ankoan|潮刃安寇恩
Waveblade Ankoan (Paragon)|潮刃安寇恩（典範）
The Ascended|晉升者
Dark Kyrian|黑暗琪瑞安
The Undying Army|不死軍團
Stone Legion|石源魔軍團
Court of Harvesters|收割者廷衛
Shadowlands|暗影之境
Rajani|萊加尼
Rajani (Paragon)|萊加尼（典範）
Uldum Accord|奧丹姆協議者
Uldum Accord (Paragon)|奧丹姆協議者（典範）
Night Fae|暗夜妖精
Aqir Hatchling|亞基蟲寶寶
Torghast - Guard|托迦司 - 守衛
Torghast - Prisoner|托迦司 - 囚犯
The Avowed|誓復者
The Undying Army (Paragon)|不死軍團（典範）
The Ascended (Paragon)|晉升者（典範）
Court of Harvesters (Paragon)|收割者廷衛（典範）
The Wild Hunt (Paragon)|曠野獵者（典範）
Rendle and Cudgelface|倫德與棍臉
Choofa|丘發
Cryptkeeper Kassir|墓穴守衛者凱希爾
Droman Aliothe|艾利歐德樹林長
Grandmaster Vole|沃爾大師
Kleia and Pelagos|克蕾雅與佩拉苟斯
Stonehead|岩石頭
Stitchmasters|縫合大師
Marasmius|瑪拉茲莫斯
Court of Night|暗夜之廷
The Wild Hunt|曠野獵者
Fractal Lore|碎形知識
Death's Advance|死亡先鋒軍
Death's Advance (Paragon)|死亡先鋒軍（典範）
The Archivists' Codex|博文者寶典
The Archivists' Codex (Paragon)|博文者寶典（典範）
Ve'nari (Paragon)|維娜里（典範）
The Enlightened|受啟迪者
The Enlightened (Paragon)|受啟迪者（典範）
Automa|自主機
Zereth Mortis Lured Monsters|澤瑞斯莫提斯受到引誘的怪物
Maruuk Centaur|莫魯克半人馬
Maruuk Centaur (Paragon)|莫魯克半人馬（典範）
Dragonscale Expedition|龍鱗遠征隊
Dragonscale Expedition (Paragon)|龍鱗遠征隊（典範）
Clan Shikaar|席卡氏族
Valdrakken Accord|沃卓肯協調者
Iskaara Tuskarr|伊斯凱拉巨牙海民
Clan Aylaag|艾拉格氏族
Clan Ohn'ir|雍伊爾氏族
Primalists|洪荒使者
Djaradin|加拉登
Reclaimers|收復者
Clan Nokhud|諾庫德氏族
Clan Nokhud (Paragon)|諾庫德氏族（典範）
Clan Teerai|蹄萊氏族
Dark Talons|黑爪兵團
Obsidian Warders|黑曜衛隊
Elemental, Fire|元素，火
Winterpelt Furbolg|冬毛熊怪
Clan Ukhel|烏克赫氏族
Artisan's Consortium - Dragon Isles Branch|工匠聯盟 - 巨龍群島分部
Iskaara Tuskarr (Paragon)|伊斯凱拉巨牙海民（典範）
Valdrakken Accord (Paragon)|沃卓肯協調者（典範）
Clan Toghus|托古斯氏族
Clan Kaighan|凱汗氏族
Loamm Niffen|洛姆鼴鼠人
Loamm Niffen (Paragon)|洛姆鼴鼠人（典範）
Glimmerogg Racer|葛利姆羅格競速騎師
The War Within|地心之戰
Hallowfall Arathi|聖落之地阿拉希
Dream Wardens|夢境守望者
Dream Wardens (Paragon)|夢境守望者（典範）
Druids of the Flame|火焰德魯伊
Council of Dornogal|多恩諾加議會
Keg Leg's Crew|桶腿的船員
The Assembly of the Deeps|深淵集會
Order of Night|黑夜教團
The Severed Threads (Paragon)|斷裂絲線（典範）
The Severed Threads|斷裂絲線
The Weaver|織絲者
Keg Leg's Crew (Paragon)|桶腿的船員（典範）
The General|將軍
The High Hollows|貴族谷
The Vizier|輔臣
Azj-Kaheti Nerubian (Always Hostile) (Hidden)|阿茲-卡罕提奈幽蟲族（永遠敵對）（隱藏）
Hallowfall Arathi (Paragon)|聖落之地阿拉希（典範）
Council of Dornogal (Paragon)|多恩諾加議會（神聖楷模）
The Assembly of the Deeps (Paragon)|深淵集會（神聖楷模）
The Siegehold|攻城堡
Keg Leg Thrasher|桶腿痛擊者
PLAYER, Earthen Alliance|玩家，土靈聯盟
PLAYER, Earthen Horde|玩家，土靈部落
Delves: Season 1|探究：第1賽季
The Vizier (Paragon)|輔臣（典範）
The Weaver (Paragon)|織絲者（典範）
The General (Paragon)|將軍（典範）
Darkfuse Enforcement|暗融強制者
The Cartels of Undermine|幽坑城集團
The K'aresh Trust|凱瑞西信託同盟
The K'aresh Trust (Paragon)|凱瑞西信託同盟（典範）
Meerah|米若
Lillistrasza|莉莉史卓莎
Roasts and Boasts|頂誇誇咖啡店
The Cartels of Undermine (Paragon)|幽坑城集團（楷模）
Darkfuse Solutions (Paragon)|暗融顧問公司（典範）
Darkfuse Solutions|暗融顧問公司
Venture Company (Paragon)|風險投資公司（典範）
Bilgewater Cartel (Paragon)|污水企業聯合（楷模）
Blackwater Cartel (Paragon)|黑水集團（楷模）
Blackwater Cartel|黑水集團
Steamwheedle Cartel (Paragon)|熱砂企業（楷模）
Delves: Season 2|探究：第2賽季
Gallagio Loyalty Rewards Club (Paragon)|加樂宮忠誠獎勵俱樂部（楷模）
Gallagio Loyalty Rewards Club|加樂宮忠誠獎勵俱樂部
Flame's Radiance|聖焰輝光
Flame's Radiance (Paragon)|聖焰輝光（典範）
Delver's Journey (Season 1)|探究旅程（第1賽季）
Amani Tribe|阿曼尼部族
Midnight|至暗之夜
The Singularity|奇異點
Hara'ti|哈拉提
Amani Tribe (Paragon)|阿曼尼部族（典範）
Witherbark Tribe|枯木部族
Vanguard of the Light|聖光先鋒
Silvermoon Court|銀月城宮廷
Magisters|博學者
Blood Knights|血騎士
Shades of the Row|兇殺路之影
Delves: Season 3|探究：第3賽季
The Singularity (Paragon)|奇異點（典範）
Hara'ti (Paragon)|哈拉提（典範）
Silvermoon Court (Paragon)|銀月城宮廷（典範）
PLAYER, Haranir Horde|玩家，哈拉尼爾部落
PLAYER, Haranir Alliance|玩家，哈拉尼爾聯盟
Manaforge Vandals|法力熔爐破壞者
Delves: Coffer Key Shards Conversion|探究：寶庫鑰匙裂片轉化
Prey: Season 1|狩獵：第1賽季
Slayer's Duellum|殺戮者決鬥會
Slayer's Duellum (Paragon)|殺戮者決鬥會（典範）
Shadowpine Tribe|影松部族
Revantusk Tribe|惡齒部族
Ritual Sites|儀式地點
Ritual Sites (Paragon)|儀式地點（典範）
Kalimdor|卡林多
Stormwind Stockade|暴風城監獄
Deadmines|死亡礦坑
Lower Blackrock Spire|黑石塔下層
Opening of the Dark Portal|開啟黑暗之門
Ancient Zul'Gurub|古祖爾格拉布
Alliance PVP Barracks|聯盟PVP兵營
Horde PVP Barracks|部落PVP兵營
Classic Warsong Gulch|經典戰歌峽谷
Classic Arathi Basin|經典阿拉希盆地
Ahn'Qiraj Temple|安其拉神廟
The Battle for Mount Hyjal|海加爾山之戰
Hellfire Citadel: The Shattered Halls|地獄火堡壘:破碎大廳
Hellfire Citadel: The Blood Furnace|地獄火堡壘:血熔爐
Hellfire Citadel: Ramparts|地獄火堡壘:地獄火壁壘
Coilfang: The Steamvault|盤牙:蒸汽洞窟
Coilfang: The Underbog|盤牙:深幽泥沼
Coilfang: The Slave Pens|盤牙:奴隸監獄
Coilfang: Serpentshrine Cavern|盤牙:毒蛇神殿洞穴
Tempest Keep: The Arcatraz|風暴要塞：亞克崔茲
Tempest Keep: The Botanica|風暴要塞:波塔尼卡
Tempest Keep: The Mechanar|風暴要塞:麥克納爾
Auchindoun: Shadow Labyrinth|奧齊頓:暗影迷宮
Auchindoun: Sethekk Halls|奧齊頓:塞司克大廳
Auchindoun: Mana-Tombs|奧齊頓：法力墓地
Auchindoun: Auchenai Crypts|奧齊頓:奧奇奈地穴
Nagrand Arena (old)|納葛蘭競技場（舊）
The Escape from Durnholde|逃離敦霍爾德
zzOldBlade's Edge Arena|zzOld劍刃競技場
Northrend|北裂境
Transport: Rut'theran to Auberdine|傳送:魯瑟蘭到奧伯丁
Transport: Menethil to Theramore|傳送:米奈希爾到塞拉摩
Transport: Exodar to Auberdine|傳送:艾克索達到奧伯丁
Transport: Feathermoon Ferry|傳送:羽月渡口
Transport: Menethil to Auberdine|傳送:米奈希爾到奧伯丁
Transport: Orgrimmar to Grom'Gol|傳送:奧格瑪到格羅姆高
Transport: Grom'Gol to Undercity|傳送:格羅姆高到幽暗城
Transport: Undercity to Orgrimmar|傳送:幽暗城到奧格瑪
Transport: Booty Bay to Ratchet|傳送:藏寶海灣到棘齒城
Transport: Howling Fjord Sister Mercy (Quest)|傳送:凜風峽灣慈悲姐妹號（任務）
Transport: Naglfar|傳送:奈格法
Ebon Hold|黯黑堡
Transport: Tirisfal to Vengeance Landing|傳送:提里斯法到復仇臺地
Transport: Menethil to Valgarde|傳送:米奈希爾到瓦爾加德
Transport: Orgrimmar to Warsong Hold|傳送:奧格瑪到戰歌堡
Transport: Stormwind to Valiance Keep|傳送:風暴城到驍勇要塞
Transport: Moa'ki to Unu'pe|傳送:默亞基到昂紐沛
Transport: Moa'ki to Kamagua|傳送:默亞基到卡瑪廓
Transport: Orgrim's Hammer|傳送:奧格林之錘
Transport: The Skybreaker|傳送:破天者號
Unused (DELETE ME)|Unused（DELETE ME）
Abyssal Maw Exterior|深淵之喉外部
Transport: Alliance Airship BG|傳送:聯盟飛船BG
Transport: HordeAirshipBG|傳送:部落飛船BG
Transport: Orgrimmar to Thunder Bluff|傳送:奧格瑪到雷霆崖
LostIsles|失落群島
Gilneas2|吉爾尼斯2
GilneasPhase1|吉爾尼斯階段1
GilneasPhase2|吉爾尼斯階段2
Lost Isles Volcano Eruption|失落群島火山爆發
Lost Isles Town in a Box|失落群島盒中鎮
Transport: Alliance Vashj'ir Ship|傳送:聯盟瓦許伊爾船
Transport: The Skybreaker (Icecrown Citadel Raid)|傳送:破天者號（冰冠城塞團隊）
Transport: Orgrim's Hammer (Icecrown Citadel Raid)|傳送:奧格林之錘（冰冠城塞團隊）
Transport: Ship to Vashj'ir|傳送:前往瓦許伊爾的船
Transport: The Skybreaker (IC Dungeon)|傳送:破天者號（冰冠城塞地城）
Transport: Orgrim's Hammer (IC Dungeon)|傳送:奧格林之錘（冰冠城塞地城）
Transport: The Mighty Wind (Icecrown Citadel Raid)|傳送：強風號（冰冠城塞團隊）
Mount Hyjal Phase 1|海加爾山第一階段
Firelands Terrain 2|火源之界地形2
Maelstrom Zone|大漩渦區域
Stonetalon Bomb|石爪炸彈
Twilight Highlands Dragonmaw Phase|暮光高地龍喉階段
Ship to Vashj'ir (Orgrimmar -> Vashj'ir)|前往瓦許伊爾的船（奧格瑪 -> 瓦許伊爾）
Vashj'ir Sub - Horde|瓦許伊爾子區域 - 部落
Vashj'ir Sub - Alliance|瓦許伊爾子區域 - 聯盟
Twilight Highlands Horde Transport|暮光高地部落傳送
Vashj'ir Sub - Horde - Circling Abyssal Maw|瓦許伊爾 - 部落 - 深淵之喉附近
Vashj'ir Sub - Alliance circling Abyssal Maw|瓦許伊爾 - 聯盟 - 深淵之喉附近
Uldum Phase Oasis|奧丹姆階段綠洲
Transport: Deepholm Gunship|傳送:地深之源砲艇
Transport: Gilneas Moving Gunship|傳送:移動的吉爾尼斯砲艇
Transport: Gilneas Static Gunship|傳送:停滯的吉爾尼斯砲艇
Redridge - Orc Bomb|赤脊山 - 獸人炸彈
Redridge - Bridge Phase One|赤脊山 - 小橋階段1
Redridge - Bridge Phase Two|赤脊山 - 小橋階段2
Uldum Phased Entrance|奧丹姆定相入口
Twilight Highlands Phased Entrance|暮光高地定相入口
Twilight Highlands Zeppelin 1|暮光高地飛艇 1
Twilight Highlands Zeppelin 2|暮光高地飛艇 2
Uldum - Phase Wrecked Camp|奧丹姆 - 被破壞的營帳階段
Krazzworks Attack Zeppelin|克拉茲工坊攻擊飛艇
Transport: Gilneas Moving Gunship 02|傳送:移動的吉爾尼斯砲艇 02
Transport: Gilneas Moving Gunship 03|傳送:移動的吉爾尼斯砲艇 03
Pandaria|潘達利亞
Nexus Legendary|奧核之心傳奇任務
Rated Eye of the Storm|暴風之眼積分戰場
Jade Forest Alliance Hub Phase|翠玉林聯盟中心階段
Jade Forest Battlefield Phase|翠玉林戰場階段
Turtle Ship Phase 01|烏龜船第一階段
Turtle Ship Phase 02|烏龜船第二階段
Tol'Viron Arena|托維恩競技場
Theramore's Fall (H)|塞拉摩攻防戰（部落）
Theramore's Fall (A)|塞拉摩攻防戰（聯盟）
Ruins of Theramore|塞拉摩遺跡
(UNUSED) Scenario: Mogu Ruins|（UNUSED） Scenario: Mogu Ruins
(UNUSED) Scenario: Mogu Crypt|（UNUSED） Scenario: Mogu Crypt
Pet Battle - Jade Forest|寵物對戰 - 翠玉林
(UNUSED) Scenario: Black Ox Temple|（UNUSED） Scenario: Black Ox Temple
