Original|Translated
The Dooker Dome|Le dome Doukacque
Knucklethump Hole|Trou des Coups-de-poing
Yeti Mountain Basecamp|Camp de base de la montagne aux yétis
The Burlap Trail|La piste de la Toile de jute
The Burlap Valley|La vallée de la Toile de jute
Greenstone Masons' Quarter|Quartier des Maçons de Pierre-Verte
Fire Camp Bataar|Campement Bataar
Eastwind Rest|Repos du Vent de l’Est
Westwind Rest|Repos du Vent de l’Ouest
Cattail Lake|Lac aux Roseaux
Kunzen Cave|Caverne des Kunzen
Chow Farmstead|Ferme de Chow
Pranksters' Hollow|Creux des Farceurs
Muskpaw Ranch|Élevage Patte Musquée
A Brewing Storm|Une bière foudroyante
Thunderpaw Refuge|Refuge Patte-du-Tonnerre
Thunderpaw Overlook|Surplomb Patte-du-Tonnerre
Anglers Wharf|Quai des Hameçonneurs
Verdant Belt|Ceinture Verdoyante
Narsong Trench|Tranchée de Narsong
The Thunderwood|Le bois du Tonnerre
The Burlap Waystation|Le relais de la Toile de jute
Narsong Spires|Flèches de Narsong
Fountain of the Everseeing|Fontaine des Témoins éternels
The Scrollkeeper's Sanctum|Sanctum du Gardien des parchemins
Terrace of the Twin Dragons|Terrasse des Dragons jumeaux
The Heart of Jade|Le Cœur de jade
Fire Camp Ruqin|Campement Ruqin
Grove of Falling Blossoms|Bosquet des Fleurs fanées
Fire Camp Ordo|Campement d’Ordo
Mogu'shan Vaults|Caveaux Mogu’shan
Silvershard Mines|Mines d’Éclargent
The Silent Sanctuary|Le sanctuaire du Silence
Shado-Pan Fallback|Retraite des Pandashan
Firebough Nook|Retraite de Rameau-de-Feu
Krasarang Wilds|Étendues sauvages de Krasarang
Nayeli Lagoon|Lagon de Nayeli
Frostmane Hovel|Taudis des Crins-de-Givre
Dread Wastes|Terres de l’Angoisse
Mogu Ruins Bural Pit (TEMP)|Fosse funéraire des Ruines mogu
Shrine of Two Moons|Sanctuaire des Deux-Lunes
Shrine of Seven Stars|Sanctuaire des Sept-Étoiles
Mogu'shan Palace|Palais Mogu’shan
Jin Yang Road|Route de Jin Yang
The Summer Fields|Les champs de l’Été
Kea Krak|Krak de Kea
Unga Ingoo|Unga Ingou
Ancestral Rise|Cime Ancestrale
The Ox Gate|La porte du Buffle
Mortbreath Grotto|Grotte de Morthaleine
Fire Camp Yongqi|Campement Yongqi
Yinying Village|Yinying
Cradle of Chi-Ji|Berceau de Chi Ji
Kota Peak|Pic de Kota
Kota Basecamp|Camp de base de Kota
Sandy Shallows|Bas-fonds Sablonneux
Sarjun Depths|Profondeurs de Sarjun
Angkhal Pavilion|Pavillon d’Angkhal
Pedestal of Hope|Piédestal de l’Espoir
Dome Balrissa|Dôme Balrissa
Fire Camp Osul|Campement d’Osul
Lower Sumprushes|Marais des Joncs inférieur
Upper Sumprushes|Marais des Joncs supérieur
Longying Outpost|Avant-poste de Longying
Zouchin Strand|Grève de Zouchin
Zouchin Village|Zouchin
Northshire|Comté-du-Nord
Hatred's Vice|Étau de la haine
Tallmug's Camp|Camp de Grande Tasse
Temple of the White Tiger|Temple du Tigre blanc
Seeker's Folly|Folie du chercheur
Owen's Wishing Well|Puits à souhaits d’Owen
Neverest Pinnacle|Cime Sans-Repos
Waterspeaker's Sanctuary|Sanctuaire de l’Eauracle
Seeker's Point|Halte du Chercheur
Mount Neverest|Mont Sans-Repos
Neverest Basecamp|Camp de base Sans-Repos
Gao-Ran Battlefront|Ligne de front de Gao Ran
Shallowstep Pass|Chemin du Pas léger
The Widening Deep|Les profondeurs Béantes
Dampsoil Burrow|Terrier de Ruisse-Sol
Dusklight Hollow|Creux de Lumière-du-Soir
Dusklight Bridge|Pont de Lumière-du-Soir
Rensai's Watchpost|Poste de garde de Rensai
Farwatch Overlook|Surplomb de Guette-Loin
Sik'vess|Sik’vess
Sik'vess Lair|Repaire Sik’vess
Shado-Pan Garrison|Garnison des Pandashan
Valley of Emperors|Vallée des Empereurs
Tomb of Shadows|Tombe des Ombres
Tomb of Secrets|Tombe des Secrets
Tomb of Conquerors|Tombe des Conquérants
Shrine of the Merciless One|Sanctuaire du Sans-pitié
Emperor Rikktik's Rest|Repos de l’empereur Rikktik
Greenstone Village|Pierre-Verte
Kri'vess|Kri’vess
Whispercloud Rise|Cime du Murmure-de-Nuage
The Zandalari Vanguard|L’avant-garde Zandalari
Crypt of Forgotten Kings|Crypte des Rois oubliés
Sra'thik Incursion|L’incursion Sra’thik
Niuzao Temple|Temple de Niuzao
Siege of Niuzao Temple|Siège du temple de Niuzao
Valley Of Power - Scenario|Vallée de la puissance - Scénario
Valley of Power|Vallée de la puissance
The Dark Hollow|Le creux Obscur
Arena of Annihilation|Arène de l’Annihilation
Fields of Niuzao|Champs de Niuzao
Dread Expanse|Étendues Effroyables
Stormwind Keep|Donjon de Hurlevent
Lake of Stars|Lac aux Étoiles
Shado-Li Basin|Bassin Shado-Li
Seat of Knowledge|Siège de la Connaissance
Tol'viron Arena|Arène Tol’viron
Heart of Fear|Cœur de la peur
Brawl'gar Arena|Arène de Castagn’ar
The Amber Womb|Les Entrailles de l’ambre
Training Grounds|Terrain d’entraînement
Huntsman's Cloister|Cloître du veneur
The Kennel|Le Chenil
Black Ox Temple|Temple du Buffle noir
Terrace of Gurthan|Terrasse de Gurthan
Shan'ze Dao|Dao Shan’ze
Sri-La Inn|Auberge de Sri-La
Niuzao Catacombs|Catacombes de Niuzao
Fire Camp Gai-Cho|Campement Gai-Cho
Scenario - Black Ox Temple|Scénario - Temple du Buffle noir
Sra'vess|Sra’vess
Klaxxi'vess|Klaxxi’vess
Ik'vess|Ik’vess
Klik'vess|Klik’vess
Set'vess|Set’vess
Scenario - Mogu Ruins|Scénario - Ruines mogu
Assault on Zan'vess|L’assaut de Zan’vess
Kor'vess|Kor’vess
Westersea|Mer du Ponant
The Overlook Inn|Auberge du Surplomb
Paur's Pub|Pub de Paur
The Sunset Brewgarden|Le Chai du couchant
The Horrid March|La Sente épouvantable
Rikkitun Village|Rikkitun
Gokk'lok Shallows|Bas-fonds de Gokk’lok
The Amber Hibernal|L’ambre Hibernal
Rikkilea|Rikkiléa
Ambermarsh|Marais d’Ambre
Nook of Konk|Recoin de Konk
Morrowchamber|Chambre des Demains
The Amber Vault|Caveau de l’Ambre
Deadtalker's Plateau|Plateau du Parlemort
The Dancing Serpent|Au Serpent qui danse
The Lazy Turnip|Le Navet fainéant
Thunderfoot Inn|Auberge des Pied de Foudre
Stone Mug Tavern|Taverne de la Chope de pierre
Wilds' Edge Inn|Auberge en fin d’Étendues
Binan Brew & Stew|Aux brouets de Binan
The Lucky Traveller|Au petit Bonheur la chance
The Two Fisted Brew|Au Soiffard ambidextre
North Wind Tavern|Taverne du Vent du Nord
The Golden Rose|La Rose d’or
Tavern in the Mists|Taverne dans les Brumes
The Chum Bucket|Le Seau gaillard
Marista's Bait & Brew|À la Pêche au bar
Greenstone Inn|Auberge de Pierre-Verte
Soggy's Gamble|Pari de Trempette
Krasarang Cove|Crique de Krasarang
Turtle Beach|Plage aux Tortues
The Southern Isles|Les îles du Sud
Gate of Endless Spring|Porte Printanière
The Secret Aerie|Le recoin Secret
The Ancient Passage|L’ancien Passage
Hatescale Burrow|Terrier Hainécaille
Field of Korja|Champ de Korja
Greenstone Dojo|Dojo de Pierre-Verte
Path of a Hundred Steps|La voie des Cent marches
The Spring Road|La coulée du Printemps
Mason's Folly|La Folie du maçon
Winter's Blossom|Fleur-de-l’Hiver
Forlorn Cloister|Cloître solitaire
Crusader's Chapel|Chapelle des Croisés
Chapel Gardens|Jardins de la Chapelle
Rumbling Terrace|Terrasse Grondante
Zhu's Descent|Descente de Zhu
Howlingwind Cavern|Caverne du Vent hurlant
Gai-Cho Battlefield|Champ de bataille de Gai Cho
The Briny Muck|Bourbe saumâtre
The Underbough|Le Sous-Bois
Serpent's Spine|Échine du Serpent
The Clarion Bell|La cloche Cristalline
Shrine of Twin Serpents|Sanctuaire des Serpents-Jumeaux
Shelf of Mazu|Saillie de Mazu
Wreck of the Mist-Hopper|Épave du Fend-la-Brume
Muckscale Grotto|Grotte Fangécaille
Muckscale Shallows|Bas-fonds Fangécaille
Zouchin Province|Province de Zouchin
Isle of Reckoning|L’île du Jugement
Thunder's Call|L’appel du Tonnerre
Forward Assault Camp|Camp d’assaut Avancé
Rear Staging Area|Zone arrière de Rassemblement
Hollowed Out Tree|L’Arbre creux
The Yaungol Advance|Base avancée Yaungole
Yan-Zhe River|La Yan-Zhe
Venomous Ledge|L’escarpement Venimeux
The Feeding Pits|La Mange-Fosse
Kzzok Warcamp|Camp de guerre Kzzok
Sra'thik Swarmdock|Appontement de l’essaim Sra’thik
Ikz'ka Ridge|Crête d’Ikz’ka
Sra'vess Rootchamber|Chambracine Sra’vess
Forgotten Mire|Le bourbier Oublié
Brewmoon Festival|Festival de Brasse-Lune
Chittering Coast|La côte Cliquetante
Anglers Expedition|Expédition des Hameçonneurs
Seaspittle Cove|Crique Écume-de-Mer
Amberglow Hollow|Creux de Luisambre
Lonesome Cove|Crique Inhabitée
The Thundering Run|La piste Tonitruante
Dread Clutch|Étreinte de l’angoisse
Fear Clutch|Étreinte de la peur
Horror Clutch|Étreinte de l’horreur
Panic Clutch|Étreinte de la panique
Duskroot Fen|Marécage de Point-du-Couchant
The Clutches of Shek'zeer|Nids de Shek’zeer
Writhingwood|Bois Grouillant
Zan'vess|Zan’vess
Whispering Stones|Pierres Murmurantes
Amber Quarry|Carrière d’ambre
The Stinging Trail|La piste Brûlante
Mazu's Overlook|Surplomb de Mazu
Kyparite Quarry|Carrière de kyparite
Venomsting Pits|Fosses des Dards venimeux
Path of Conquerors|Voie des Conquérants
Cavern of Endless Echoes|Caverne des Échos sans fin
Mogu'shan Terrace|Terrasse Mogu’shan
The Emperor's Reach|Confins de l’Empereur
Howlingwind Trail|Piste du Vent hurlant
The Gilded Foyer|Le foyer Doré
The Crimson Assembly Hall|Salle de l’Assemblée cramoisie
Forgotten Passageway|Le passage Oublié
Vault of Kings Past|Caveau des Rois d’antan
Throne of Ancient Conquerors|Trône des anciens Conquérants
Bladelord's Retreat|Retraite du Seigneur des lames
Shrine of Nala'shi|Sanctuaire de Nala’shi
The Summer Terrace|La terrasse Estivale
The Emperor's Step|Le Pas de l’empereur
The Golden Lantern|La Lanterne ambrée
Chamber of Enlightenment|Salle de l’Illumination
The Celestial Vault|Le caveau des Astres
Ethereal Corridor|Couloir éthérien
The Star's Bazaar|Le bazar de l’Étoile
The Imperial Exchange|La Bourse impériale
Nightingale Lounge|Salon de thé de Rossignol
Chamber of Reflection|Chambre des Reflets
Shrine of Fellowship|Sanctuaire de la Fraternité
The Hall of Tiles|La salle des Tuiles
Guo-Lai Ritual Chamber|Chambre rituelle de Guo-Lai
The Hall of Statues|La salle des Statues
Gate of the August Celestials|Porte des Astres vénérables
The Hall of the Serpent|La salle du Serpent
The Lady Mehley|La Dame Mehley
Guo-Lai Vault|Caveau de Guo-Lai
The Emperor's Approach|La marche de l’Empereur
The Riverblade Den|Antre des Rivelames
Motherseed Pit|Fosse des graines-mères
Isle of Thunder|Île du Tonnerre
Springtail Crag|Combe des Queubrioles
Stormstout Brewery Interior|Intérieur de la brasserie Brune d’Orage
The Widow's Wail|Les Sanglots de la veuve
Oona Kagu|Ouna Kagu
Paw'don Village|Pao’don
Twinspire Keep|Donjon des Flèches jumelles
Path of Serenity|Voie de la Sérénité
Summer's Rest|Repos de l’été
Gokk'lok's Grotto|Grotte de Gokk’lok
Honeydew Village|Rosée-de-Miel
Honeydew Glade|Clairière de Rosée-de-Miel
Honeydew Farm|Ferme Rosée-de-Miel
Thunder Hold|Bastion du Tonnerre
Hellscream's Fist|Poing de Hurlenfer
Terrace of the Tiger|Terrasse du Tigre
The Skyfire|Le Brûleciel
Twinspire Keep Interior|Intérieur du donjon des Flèches jumelles
Den of Defiance|Tanière de la Défiance
Autumnshade Ridge|Crête de Noir-Automne
Sunblossom Hill|Colline de Fleur-du-Soleil
Spiritsong's Rest|Repos de Chantesprit
Applebloom Tavern|Taverne Fleur de Pommier
Mistblade Den|Tanière des Lame-de-Brume
Coldbite Burrow|Terrier des Morsubises
Northern Elwynn Mountains|Chaîne boréale d’Elwynn
Valiant Rest|Le repos des Vaillants
The Golden Terrace|La terrasse d’Or
Kril'Mandar Point|Halte de Kril’Mandar
Dagger in the Dark|Une dague dans la nuit
Domination Point|Halte de la Domination
Battle on the High Seas|Bataille en haute mer
Snicklefritz Mine|Mine de Galapiat
Defense of the Alehouse|Défense de la taverne
Diremoor|La morne Lande
The Thunderspire|La Flèche-Tonnerre
Court of Bones|Cour des Ossements
Za'Tual|Za’Tual
Ihgaluk Crag|Combe d’Ihgaluk
Zeb'tula|Zeb’tula
Shaol'mara|Shaol’mara
Violet Rise|Cime Pourpre
Dawnseeker Promontory|Promontoire de Cherchelaube
The Emperor's Gate|La Porte de l’empereur
The Beast Pens|Les enclos à bêtes
Conqueror's Terrace|Terrasse des Conquérants
Bloodied Crossing|La croisée Ensanglantée
Lightning Vein Mine|Veine de Foudremine
The Thunder Forges|Forges du Tonnerre
Stormsea Landing|Débarcadère de la mer des Tempêtes
The Swollen Vault|Le Caveau démesuré
The Foot of Lei Shen|Le Seuil de Lei Shen
Hall of the Defamed|Salle des Décriés
Lion's Landing|Territoire du Lion
Sparkrocket Outpost|Avant-poste de Grilletorpille
Blacksand Spillway|Déversoir de Noirsang
Bilgewater Beach|Plage Baille-Fonds
The Boiling Crustacean|Le crustacé bouillant
Oregrind's Dig|Site de fouilles de Grézik Rochégrise
Quickchop's Lumber Farm|Ferme d’abattage de Hachémenu
Heart of Zan'vess|Cœur de Zan’vess
Class Quest|Quête de classe
Heyman's Hubris|L’orgueil de Heyman
Ruins of Ogudei|Ruines d’Ogudei
Horde Landing Site|Lieu de débarquement de la Horde
A Little Patience|Un peu de patience
Garrosh'ar Advance|Base avancée Garrosh’ar
Bizmo's Brawlpub|Bar-Tabasse de Bizmo
Ruins of Korune|Ruines de Korune
Lair of Skiggit|Repaire de Skiggit
Throne of Thunder|Trône du tonnerre
Predator's Perch|Eminence du Prédateur
Isle of Giants|Île des Géants
Deepwind Gorge|Gorge de Vent-Caverneux
Infiltrating the Shipyard|Infiltrer le chantier naval
Troll War Camp Outskirts|Environs du camp de guerre troll
Shipyard|Chantier naval
Warship|Navire de guerre
Sea|mers
Hall of the Exalted|Salle des Exaltés
Bleak Hollow|Le Morne Creux
To The Skies!|En route vers les cieux !
Bay of Echoes|Baie des Échos
Battlefront Provisions|Provisions de la Ligne de front
Tanaan Jungle|Jungle de Tanaan
Misty Shores|Rivages Brumeux
Beeble's Wreck|Épave de Bibi
Bozzle's Wreck|Épave de Bozo
Whispering Inlet|Anse des Murmures
Outdoor Ruins|Ruines extérieures
Forgotten Depths|Profondeurs oubliées
Thunder King's Citadel|Citadelle du Roi-tonnerre
The Crimson Treader|La Gouverne cramoisie
The Starchaser|Le Course-Étoiles
Spellsails|La Voile Enchantée
The Seabolt|L’Ouragan des mers
Rhonin's Beard|Barbe de Rhonin
Hall of the Grand Imperion|Salle du Grand impérion
Frostfire Ridge|Crête de Givrefeu
Spires of Arak|Flèches d’Arak
Backbreaker Bay|Baie des Brise-Dos
Greymist Firth|Estuaire de Grisebrume
Wildvine Marsh|Marais des Sauvageonnes
Shadewood Thicket|Fourré d’Ombrebois
Hidden Cell|Cellule secrète
The Secrets of Ragefire|Les secrets de Ragefeu
The Tiger's Peak|Le croc du Tigre
Big Blossom Excavation|Excavations du Grand Printemps
Big Blossom Mine|Mine du Grand Printemps
Siege of Orgrimmar|Siège d’Orgrimmar
Frostwind Crag|Combe de Givrevent
Daggermaw Ravine|Ravin des Crocs-Lames
Grulloc's Grotto|Grotte de Grulloc
Razor Hill Outskirts|Faubourgs de Tranchecolline
Sen'jin Village Outskirts|Faubourgs de Sen’jin
Vault of Y'Shaarj|Caveau d’Y’Shaarj
Razor Hill Watchtower|Tour de guet de Tranchecolline
Timeless Isle|Île du Temps figé
Icescar Boneyard|Charnier de la Balafre-de-Glace
Lashwind Cleft|Faille de Cinglevent
Gul'rok|Gul’rok
Shattrath City Center|Centre de Shattrath
Theramore's Fall|La chute de Theramore
Brawnbelly Barracks|Caserne de Panse-Coriace
Digger Flats|Plaines du Terrassier
The Pits|Les Fosses
Blightstone Quarry|Carrière Chancre-Pierre
The Iron Tower|La tour de Fer
Blackguard's Forgotten Cove|Crique oubliée de la Garde sombre
Celestial Tournament|Tournoi des Astres vénérables
The Cursed Woods|Bois Maudit
Old Pi'jiu|Vieux-Pi’jiu
The Cracking Plains|Plaines Craquelées
Colossal's Fall|Trépas-du-Colosse
The Boneslag|Crâne-de-Lave
Stonefang Outpost|Avant-poste Croc-de-Pierre
Icewind Drifts|Congères de Glacevent
Grom'gar|Grom’gar
Cavern of Lost Spirits|Caverne des Esprits perdus
Altar of Kron|Autel de Kron
Ascent of Frostfire|Ascension de Givrefeu
Refuse Pit|Le Dépotoir
K'arani Terrace|Terrasse K’arani
Lunarfall|Chutelune
The Burial Fields|Champs Funéraires
Shaz'gul|Shaz’gul
Light's Fall|La chute de la Lumière
Teluuna Observatory|Observatoire de Teluuna
Starfall Outpost|Avant-poste de Pluie-d’Étoiles
Gul'var|Gul’var
Scarred Vale|Val Balafré
Dranosh'ar Landing|Accostage de Dranosh’ar
The Darkspear Offensive|L’offensive des Sombrelances
Before the Gates|Devant la porte
Gate of the Breakers|Portes des Briseurs
Dark Heart of Pandaria|Le sombre cœur de la Pandarie
Watcher's Den|Tanière du Gardien
Giant's Fall|La Chute des géants
Secluded Glade|Clairière Isolée
Blood in the Snow|Du sang dans la neige
Grimfrost Hill|Colline de Triste-Givre
Ruby Lake|Lac Rubis
Ordon Sanctuary|Sanctuaire d’Ordos
Croaking Hollow|Creux Coassant
Firewalker Ruins|Ruines du Marchefeu
The Celestial Court|Cour des Astres vénérables
Mossgreen Lake|Lac Mousse-Verte
The Timeless Shore|Rivage du Temps figé
Tushui Landing|Accostage Tushui
Huojin Landing|Accostage Huojin
The Misty Strand|Grève Brumeuse
Three-Breeze Terrace|Terrasse des Trois-Brises
Kukuru's Grotto|Grotte de Koukourou
Tsavo'ka's Den|Tanière de Tsavo’ka
Mysterious Den|Tanière Mystérieuse
Whispershade Hollow|Creux des Ombres murmurantes
Red Stone Run|Défilé des Pierres rouges
Firewalkers' Path|Chemin des Marchefeu
Shrine of the Black Flame|Sanctuaire de la Flamme noire
The Blazing Way|Voie Flamboyante
Time-Lost Waters|Eaux perdues dans le Temps
Turgall's Den|Tanière de Turgall
Sootstained Mines|Mines Noir-de-Suie
Sootstained Mining Camp|Campement minier de Noir-de-Suie
Proving Grounds|Ordalie
Gloomshade Grove|Bosquet des Ténombres
The Shadow Rise|Cime des Ombres
Grulloc's Lair|Repaire de Grulloc
The Secret Ingredient|L’ingrédient mystère
Bladespire Citadel|Citadelle de Flèchelame
Twilight Glade|Clairière Crépusculaire
Hall of the Great Hunt|Salle du Grand chasseur
Wor'gol|Wor’gol
Gloomshade Grotto|Grotte des Ténombres
Farseer's Rock|Rocher du Long-Voyant
Terrace of the Stars|Terrasse des Étoiles
Anguish Fortress|Forteresse de l’Angoisse
Bloodmaul Slag Mines|Mine de la Masse-Sanglante
Bladespire Throne|Trône de Flèchelame
Bastion Rise|Bastion insoumis
Deadgrin|Mort-Grimaçante
Tailthrasher Basin|Étang des Vandacaudales
The Broken Spine|L’Échine brisée
Evermorn Springs|Sources de l’Aube-Éternelle
Beastwatch|Guet des Bêtes
The Forgotten Caves|Cavernes Oubliées
Blackrock Pipeworks|Tuyauterie des Rochenoires
Mistcreep Mire|Bourbier Brume-Rampante
Cragplume Cauldron|Chaudron Fumepierre
Draenataur Cavern|Caverne du Draenataure
Stonemaul Arena|Arène Cognepierre
Kor'gall's Hovel|Taudis de Kor’gall
Brimstone Springs|Sources de Soufre
Gronn Canyon|Canyon des Gronns
The Pit|La Fosse
Iyun Weald|Sylve Iyun
Gronn Cave|Caverne des Gronns
Windward Ascent|Ascension de Front-du-Vent
Elemental Hollow|Creux Élémentaire
Blackrock Shipyard|Chantier naval des Rochenoires
Affliction Ridge|Crête de l’Affliction
Sulfur Basin|Bassin de Soufre
Grimrail Depot|Dépôt de Tristerail
Reeg'ak's Nest|Nid de Reeg’ak
Melted Burrow|Terrier Dégelé
Gormaul Tower|Tour de Gor’mas
Frostwall Approach|Marche de Mur-de-Givre
Mor'dul Tower|Tour de Mor’dul
Socrethar's Rise|Cime de Socrethar
Darktide Roost|Perchoir de Sombreflux
Pit of the Devourer|Fosse du Dévoreur
Gorgrond Pass|Passe de Gorgrond
