Original|Translated
Stillstone Pond|침묵바위 연못
Hillhelm Stead|힐헬름 농장
Shallow Crossing|얕은 교차로
Verdant Landing|신록의 상륙지
Fields of Reverie|몽상의 평원
Amirdrassil|아미드랏실
Firebreach|화염의 틈
Barrows of Reverie|몽상의 지하굴
Primalist Stronghold|원시술사 요새
Scorching Chasm|불타오르는 균열
Furnace Coil|용광로 고리
Boulder Springs|바위 샘
Singing Fen|노래하는 소택지
Shoreline Roots|해안선 뿌리
The Blessed Boughs|축복받은 가지
Darkflame Cleft|어둠불꽃 동굴
The Stonevault|바위금고
Temporal Vestibule|시간의 연결로
Sanctum of Chronology|세기의 성소
Millennia's Threshold|천추의 경계
The Timeways|시간의 길
Locus of Eternity|영원의 거점
Spoke of Endless Winter|끝없는 겨울의 바큇살
Galakrond's Fall|갈라크론드의 추락지
Crossroads of Fate|운명의 교차로
Gelid Caverns|혹한의 동굴
Iridikron's Precipice|이리디크론의 단석
Infinite Conflux|무한의 합일점
Twisting Approach|비틀린 통로
Immemorial Battlefield|태고의 전장
Murozond's Rise|무르도즈노의 현신
The Blood Pits|핏빛 구덩이
The Whispering Chasm|속삭이는 틈새
Deepstrike Point|심층타격 거점
Eye of Ysera|이세라의 눈
Slagfell Hold|잿가루몰락 요새
Haven Cascades|안식처의 폭포
Skystone Falls|하늘석 폭포
Wellspring Overlook|수원지 전망대
Wellspring of Life|생명의 수원지
Wildfire Canyon|야생불 협곡
Field of Flames|화염의 들판
Dunelle's Kindness|듀넬의 친절
Mereldar|메렐다르
Priory of the Sacred Flame|신성한 불꽃의 수도원
Stagnant Mire|침체된 수렁
The Basin|분지
Beledar's Bounty|벨레다르의 은총
Dayspring Fields|첫새벽의 지대
The Fangs|송곳니
Rumshackle|럼주고랑
Veneration Grounds|추앙의 터
Velhan's Claim|벨한의 영지
Lothar's Landing|로서의 상륙지
Light's Redoubt|빛의 보루
Livia's Patience|리비아의 인내
Tenir's Ascent|테니르의 승천길
The Chronosmith's Forge|시간장이의 제련소
Ironormu's Vault|이로노르무의 금고
Root-Bound Sanctuary|뿌리결속 성역
The Rookery|부화장
Cinder Summit|잿불 봉우리
Meandering Rootlands|방랑하는 뿌리의 땅
Twisting Wood|뒤틀린 숲
Viridescent Thicket|초록빛 숲
The Undersea|깊은 바다
Faerin's Advance|페어린의 진격로
Pillar-nest Vosh|기둥소굴 보쉬
Pillar-nest Noth|기둥소굴 노스
Pillar-nest Xesh|기둥소굴 제쉬
Lightless Channels|암영 해협
Eye of Ansurek|안수레크의 눈
The Silken Path|비단 여로
Crawling Chasm|기어다니는 균열
The Threading Way|실바늘의 길
The Char|숯검정
Lushdream Crags|신록꿈 암반지
Fungal Folly|포자의 호정
Wildcamp Or'lay|야생주둔지 오를레이
Lucid Reef|명료한 암초
Central Encampment|중앙 진지
Shiversnap Grove|오한아귀 숲
Dev Map - Quest Training|개발자 지도 - 퀘스트 교육
Slumbersome Shores|잠결의 해안
Wakeful Vista|잠 못 이루는 비경
Dev Map - Exile's Reach|개발자 지도 - 추방자의 해안
Dev Map - Zereth Mortis|개발자 지도 - 제레스 모르티스
Dev Map - Mechagon|개발자 지도 - 메카곤
The Dawnbreaker|새벽인도자호
Peridot Coast|감람석 해안
Springrain River|봄비의 강
The Smoldering Copse|이글거리는 잡목림
Smoldering Redoubt|이글거리는 보루
Summerjoy Shoal|여름의 기쁨 모래톱
Craggy Reef|바위 암초
Swirling Mists|소용돌이치는 안개
Deephaul Ravine|깊은광혈 협곡
Wildling Garden|야생의 정원
Verdant Pass|신록의 통행로
Dreamsurge Basin|꿈결쇄도 분지
Mycomancer Cavern|포자술사 동굴
Earthcrawl Mines|대지수렁 광산
Kriegval's Rest|크리그발의 안식처
Zekvir's Lair|제크비르의 소굴
The Dread Pit|공포의 무저갱
Skittering Breach|땅거미 돌파구
Nightfall Sanctum|일몰의 성소
The Sinkhole|구덩이
The Spiral Weave|나선의 방직소
Tak-Rethan Abyss|탁레산 심연
The Underkeep|지하성채
Sor'theril Barrow Den|소르데릴 지하굴
Sprigling Gloam|잔가지의 황혼
Whorlwing Basin|와류날개 분지
Rootwoven Strand|뿌리엮음 가닥
Hewn Passage|절단된 통행로
Sprawling Trackyard|광활한 철길터
The Waxatory|밀랍 실험실
Hall of the Candle King|양초왕의 전당
Lightless Depths|빛이 들지 않는 심연
Torchlight Mine|횃불 광산
The Faded Shore|빛바랜 해안
Heart of Amirdrassil|아미드랏실의 심장
2510 Coreway|2510 중심로
Thunderhead Peak|천둥머리 봉우리
Deepforge Golemworks|심연가열로 골렘작업장
Shadowvein Extraction Site|어둠혈맥 채굴 지점
Shadowmire|암흑수렁
The Ragged Front|들쑥날쑥한 전선
Lightspark|라이트스파크
Sunless Strand|햇빛 없는 개울
The Hungering Pool|굶주린 웅덩이
Light's Blooming|만개하는 빛
Cliffside Beacon|절벽 봉화
Dhar Durgaz|다르 두르가즈
The Three Shields|세 개의 방패
Keepers Terrace|수호자의 정원
The Forgegrounds|제련터
Foundation Hall|근간의 전당
Thul Medran|툴 메드란
The Coreway|중심로
Fallside Outpost|폭포면 전초 기지
Hall of Awakening|각성의 전당
Pit of Volcoross|볼코로스의 구덩이
Wellspring Atrium|수원지 안뜰
Aviana's Perch|아비아나의 둥지
Tyr's Rest|티르의 안식처
Brew Bay|맥주 만
Clearfell's Patch|클리어펠의 텃밭
Labor's Rest|노동자의 안식처
Marrow's Farm|매로우의 농장
Forsaken Wagon|포세이큰 마차
The Mangled Chord|짓이겨진 화음
The Neglected Seat|방치된 권좌
Ara-Kara, City of Echoes|메아리의 도시 아라카라
Duskrise Acreage|황혼이황혼오름 부지
Winter's Landing|겨울의 교두보
Sina's Yearning|시나의 동경
Junction|나들목
Taelloch|탤로크
Bleak Sand|황량한 사막
Lorel's Crossing|로렐의 교차로
Dev Map - Exile's Reach - Tower|개발자 지도 - 추방자의 해안 - 탑
Contender's Gate|경쟁자의 관문
Shadowgrove Vineyards|어둠숲 포도원
Bel'ameth|벨라메스
Belanaar|벨라나르
Arlithrien Lodge|아리스리엔 오두막
Twilight Watchtower|황혼의 감시탑
Dawning Watchtower|여명의 감시탑
Evenfall Watchtower|밤의 감시탑
Terrace of the Moon|달의 테라스
Awakening The Machine|기계의 각성
The Silver Feather|은빛 깃털
Keen-Edge Hall|서슬 칼날 전당
Crafter's Gallery|장인의 회랑
Turn of the Tide|변화하는 물결
Gloomcrag Bower|암운암반 그늘
Awakening Machine|각성의 기계
Firewall of Negation|부정의 방화벽
Processing Unit|처리 유닛
Annihilation Interface|말살의 조작대
Azerothian Archives|아제로스 기록 보관소
The Harrowing Depths|참혹한 심연
Salien Gutters|살리엔 배수로
The Shredded Strands|찢어진 실낱
Echoing Overlook|메아리치는 전망대
The Undercache|지하은닉처
The Meadyard|벌꿀주 양조장
Coldshadow Cave|혹한어둠 동굴
Isaec's Folly|이섹의 우행
Botanist's Terrace|식물학자의 정원
Shadowvein Power Station|어둠혈맥 발전소
Shadowvein Mine|어둠혈맥 광산
Deepforge Manufacturing Bay|심연가열로 제조 공장
Councilward's Rise|의회지기의 오름길
Eversong Woods|영원노래 숲
Restless Estuary|잠 못 드는 어귀
Sanguine Grasps|핏빛 손아귀
Crossroads Plaza|교차로 광장
Fortune's Fall|행운의 몰락
The Fissure|균열
Stoneward's Rise|돌지기의 오름길
Oath Gate|서약의 관문
Stoneshaper's Atrium|돌장이의 안뜰
Thraegar Rest|트레이가르의 휴식처
Growling Hollow|우짖는 공동
The Rookery Landing|부화장 착륙지
Delver's Headquarters|구렁 탐험가 본부
Old Sacrificial Pit|옛 희생의 구덩이
Cage of Carnage|살육의 우리
Morgaen's Tears|모르가엔의 눈물
K'aresh|크아레쉬
The Flaming Taps|불타는 수도꼭지
The Stills|고요의 터
The Buzz Barns|붕붕 헛간
The BEE.E.O. Suite|최고 양봉 경영자 집무실
Shimmermist Falls|아지랑이안개 폭포
The Hanging Gateway|내걸린 관문
Tailgate Park|뒷문 공원
Hovel Hill|허름언덕
The Vatworks|통작업장
The Gallagio|갤라지오
Harandar|하란다르
Ancient Falls|고대의 폭포
Candleslag Quarry|양초잿가루 채석장
Discordant Sieve|불협의 체
Sundered's Crucible|분열된 도가니
Wanderer's Landing|방랑자의 상륙지
Gemvein Tunnels|보석광맥 굴
Nerub-ar Gatehouse|네룹아르 정문 관리소
Grand Rampart|장엄한 성곽
The Pulsing Pit|맥동하는 구덩이
The Congealing Pool|응결되는 웅덩이
The Ascending Reach|승천의 권역
Terrace of Majesty|위엄의 정원
Kili-zar Arena|킬리자르 투기장
The Swaying Span|흔들리는 평원
The Narthex|나르텍스
Skittering Cavern|딸깍거리는 동굴
Brood Pens|혈족 우리
Gossamer Gallery|비단실 회랑
Hall of Whispers|속삭임의 전당
Silken Court|비단 궁정
Crown of Shadows|어둠의 왕관
Analysis Interface|분석 입력 장치
Bulwark of Authorization|인증의 보루
Procedural Forum|절차의 토론장
The Archive|기록 보관소
Cosmic Horizon|우주의 지평선
Equinox Reach|분점의 권역
Whispering Pool|속삭이는 웅덩이
Sunrise Shadow|일출의 그림자
Sunken Shield|가라앉은 방패
Warband Camp|전투부대 야영지
The Incontinental Hotel|인컨티넨탈 호텔
Kaja'Coast|카자 해안
Keeper's Breath|수호자의 숨결
Untamed Valley|길들지 않은 골짜기
Operation: Floodgate|작전명: 수문
Rock Bottom Inn|기반암 여관
Port Authority|항만공사
Venture Plaza|기업 광장
Steamwheedle Laboratories|스팀휘들 연구소
The Scrapshop|고철상점
Voidstorm|공허폭풍
Sanctified Grounds|신성한 대지
Blackwater Marina|블랙워터 정박지
Demolition Dome|박살광장
Public Parking|공용 주차장
Pleasant Heights|안락고원
Slam Central Station|중앙 아수라장역
Castaway Cove|조난자의 만
Emerald Hills Golf Course|에메랄드 언덕 골프장
Bilgewater Flats|빌지워터 주거지
Harandar Dev Land|하란다르 개발자 땅
Laboratory of the Grand Splicer|대접합사의 실험실
Deepwalker Pass|심연방랑자 고개
Pocket Dimension|주머니 차원
Silkwood Grotto|명주숲 동굴
The Royal Apothecary|왕실 연금술실
Lucky Break Mines|뜻밖의 행운 광산
The Verdant Gutters|신록의 수로
The Writhing Fields|휘몰이터
Plunder Party|약탈 축제
Liberation of Undermine|언더마인 해방전선
Gutterside Rocket Station|오수골 로켓 기지
Razorwind Shores|칼끝바람 해안
Sanity's Rest|이성의 안식처
Venturewood|투기숲
Gutterville|오수촌
The Squandered Retreat|짓밟힌 휴식처
The Hoardroom|비축고
Flotsam Shoal|표류물 모래톱
Jetsam Drift|페기물 표류지
Stormtide Dregs|폭풍해일 잔재
Deadfin Mire|죽음아가미 수렁
Ghoststone Diggings|유령바위 발굴지
Shipping and Handling|운송 및 취급소
Housing NPC Prototype Neighborhood|하우징 NPC 시험용 거주구
Airship Supply Depot|비행선 보급소
The Incontinental Lobby|인컨티넨탈 대기실
Delves|구렁
Hosaas' Rest|호사스의 안식처
The Moneymaker|돈방석
Shuddering Hollow|오싹한 공동
The Drowned Lair|가라앉은 소굴
Ruins of Yaathron|야트론 폐허
Naakroa|나크로아
The Atrium|안뜰
Eco-Dome: Primus|생태지구: 프리무스
The Oasis|오아시스
North Sufaad|북부 수파드
The Tempest Fields|폭풍우 지대
Eco-Dome: Rhovan|생태지구: 로반
Scrapdrift Sands|폐물지류 사막
Castigaar|카스티가르
The Merciless Wastes|무자비한 황원
Shan'dorah|샨도라
Fracture of Laacuna|라쿠나 균열
Tempest Tract|폭풍우 권역
Shadow Point|어둠 거점
Serrated Peaks|톱니 봉우리
Overlook Zo'Shuul|조슐 전망대
Lunnall River|루날 강
The Forgotten Vault|잊힌 금고
Excavation Site 9|채굴지 9호
Research and Destruction|연구 및 파괴 시설
The House of Chrome|크롬 궁전
The Sacred Hollow|신성한 공동
Hozen's Paw|호젠의 발바닥
Har'athir|하라시르
The Grudge Pit|응어리의 구덩이
The Cradle|요람
Amirdrassil Roots|아미드랏실의 뿌리
Nordrassil Roots|놀드랏실의 뿌리
Har'kuai|하르쿠아이
Blooming Lattice|만개하는 격자
Fungal Cleft|진균의 틈
Teldrassil Roots|텔드랏실의 뿌리
Har'mara|하르마라
Shrine of Ages|세월의 제단
Den of Echoes|메아리의 소굴
Fungara Village|펑가라 마을
Har'alnor|하르알노어
The Blinding Bloom|눈부신 꽃바다
The Tangleknot|얽힌 매듭
Gloom Mire|암울한 수렁
Vale of Mists|안개의 골짜기
Blossoming Terrace|만발하는 정원
Spirit Scarred Cave|영혼흉터 동굴
Bilge Rat Corsair|항만의 시궁쥐단 해적선
Oztan Isle|오즈탄 섬
Tempest's Crest|폭풍우 마루
Rotting Hole|썩어가는 구멍
The Ingress|침투지
Locus Point|공간 지점
The Howling Ridge|울부짖는 능선
Nexus-Point Antius|공결탑 안티우스
Shadowguard Point|어둠수호병 지점
Nexus-Point Xenas|공결탑 제나스
Nexus-Point Mid'Ar|공결탑 미드아르
Stormarion Keep|스토마리온 요새
Obscurion Citadel|암연지 성채
Masters' Perch|지배자의 망루
Slayer's Rise|학살자의 오름길
The Voidspire|공허첨탑
The Approach|접근로
Ethereum Refinery|에테리움 정제소
Storm Fields|폭풍의 지대
The Molt|허물
The Bladeburrows|칼날굴
Den of Predaxas|프레닥사스의 소굴
Ethereum Overcroft|에테리움 높은뜰
Grief Spire|비탄의 첨탑
Hate Spire|증오의 첨탑
Voidscar Arena|공허흉터 투기장
Path of Predation|포식의 길
The Bloodplains|핏빛 평원
Stareater Pavilion|별포식자 정자
Shattersky Pavilion|하늘파편 정자
Lordaeron Garrison|로데론 주둔지
Sidestreet Sluice|옆길 수문
Lightbloom Ath'Ran|빛만개 아스란
Khiyed Ruins|키예드 폐허
Suncrown Tree|태양왕관 나무
Lightbloom Lash'Ra|빛만개 래쉬라
Ruins of Deatholme|데솔름 폐허
Hollow Grove|공동 숲
Daggerspine Landing|비수가시 상륙지
Daggerspine Point|비수가시 지점
Scintilas Falls|신틸라스 폭포
Brightwing Estate|브라이트윙 영지
Farstrider Hold|원정순찰대 요새
Fallen Tree (use Tor'watha)|쓰러진 나무 (토르와타 사용)
Sunset Strand|노을의 해변
Path of Dawn|여명의 길
Warband_Plains|전투부대_평원
The Bazaar|시장
Vanquisher's Wake|제압자의 상흔
Murder Row|죽음의 골목
Walk of Elders|장로의 거리
The Royal Exchange|왕궁 교역소
Court of Blood|피의 궁정
Farstrider Square|순찰대 광장
Dastardly Duos|수라 짝패
Augurs' Terrace|점술가의 정원
Lithiel's Landing|리시엘의 상륙지
Thalassian University|탈라시안 대학
Gardens of Remembrance|회고의 정원
Sunwing Rookery|해날개 부화장
Silvermoon Harbor|실버문 항구
The Shining Span|빛나는 교각
Pridetalon Hotsprings|무리갈퀴 온천
Delve Prototype|시험용 구렁
Eco-Dome Al'dani|생태지구 알다니
Founder's Point|개척자의 터전
The Heartbreak Room|꺾인 마음의 방
The Tower of Spades|손패의 탑
The High Roller Suite|큰손 특실
The Shooting Gallery|사격 연습장
The Midnight Lounge|한밤의 휴게소
The Golden Cabana|황금 오두막
Manaforge Omega|마나괴철로 종극점
The Illicit Rain|부정한 빗물
Amani'Zar Village|아마니자르 마을
Temple of Akil'zon|아킬존의 사원
Temple of Jan'alai|잔알라이의 사원
Temple of Halazzi|할라지의 사원
Akil'zon's Reach|아킬존의 외연
Spiritpaw Borough|영혼발바닥 거주지
Nalorakk's Prowl|날로라크의 배회지
Spiritpaw Backwoods|영혼발바닥 산골
Speaker's Rest|예언자의 휴식처
Broken Throne|부서진 왕좌
Revantusk Sedge|깨진엄니 부락
Atal'Aman|아탈아만
Atal'Abasi|아탈아바시
Funerary Coast|장송의 해안
Leech Bog|거머리 수렁
Shrine of Kulzi|쿨지의 제단
Maisara Deeps|마이사라 심연
Zeb'Alar Lumberyard|제브알라르 벌목장
Bitterbark|비통껍질
Witherbark Bluffs|마른나무껍질 절벽
Camp Stonewash|돌연마 야영지
Shrine of Filo|필로의 제단
The Fangfall|송곳니 절벽
Bastion of Might|힘의 보루
Shenzar Refinery|셴자르 정제소
The Husk|껍질
Sparring Grounds|대련장
Hanaar Outpost|하나르 전초기지
Shadowridge Outpost|어둠능선 전초기지
Bastion of Valor|용맹의 보루
Cragthorn Highlands|암반가시 고원
Runetotem's Bounty|룬토템의 은혜
Saltfang Shoals|소금송곳니 모래톱
Shadow Point: Darkmend|어둠 거점: 암흑봉합
Shadow Point: Torment|어둠 거점: 고통
Shadow Point: Apotheosis|어둠 거점: 절정
Shatter Gorge|으스러진 협곡
Duskglow Gloriette|황혼광채 누각
Sunstrider Rise|선스트라이더 오름길
Home Interior|집 실내
Magister Academy|마법학자 학술원
Zeb'tela Ruins|제브텔라 폐허
Silver Landing|은빛 상륙지
The Thalassian Strait|탈라시안 해협
Scintilas Outpost|신틸라스 전초기지
The Dark Heart|검은 심장
Gnawing Reach|갉아먹는 유역
Watha'nan Crypts|와타난 납골당
Vale of Secrets|비밀의 골짜기
Shrouded Grove|가려진 숲
Veilroot Clearing|장막뿌리 공터
Verdant Sepulcher|신록의 묘지
Zul'Aman Depths|줄아만 심연
Tranquil Repose|고요한 안식처
Numazon Crypts|누마존 납골당
Sunfeather Point|태양깃털 지점
Sunwell Ramparts|태양샘 성루
Sunfury Spire|성난태양 첨탑
The Forge Core|제련소 핵
The Blinding Vale|눈부신 골짜기
