Original|Translated
Tempest Keep - The Botanica Entrance|El Castillo de la Tempestad: Entrada de El Invernáculo
Tempest Keep - The Arcatraz Entrance|El Castillo de la Tempestad: Entrada de El Arcatraz
Magisters' Terrace Entrance|Entrada del Bancal del Magister
The Escape from Durnholde Entrance|Entrada de La Fuga de Durnholde
Opening of the Dark Portal Entrance|Entrada de la Apertura de El Portal Oscuro
The Culling of Stratholme Entrance|Entrada de La Matanza de Stratholme
The Nexus Entrance|Entrada de El Nexo
The Oculus Entrance|Entrada de El Oculus
Dragon's Mouth|Boca del Dragón
New Kargath|Nuevo Kargath
Utgarde Keep Entrance|Entrada de la Fortaleza de Utgarde
Utgarde Pinnacle Entrance|Entrada del Pináculo de Utgarde
Azjol-Nerub Entrance|Entrada de Azjol-Nerub
Ahn'kahet: The Old Kingdom Entrance|Ahn'kahet: Entrada de El Antiguo Reino
Drak'Tharon Keep Entrance|Entrada de la Fortaleza de Drak'Tharon
Violet Hold Entrance|Entrada de El Bastión Violeta
Gundrak Entrance|Entrada de Gundrak
Halls of Stone Entrance|Entrada de Cámaras de Piedra
Halls of Lightning Entrance|Entrada de Cámaras de Relámpagos
Trial of the Champion Entrance|Entrada de la Prueba del Campeón
The Forge of Souls Entrance|Entrada de La Forja de Almas
Pit of Saron Entrance|Entrada del Foso de Saron
Halls of Reflection Entrance|Entrada de Cámaras de Reflexión
Throne of the Tides Entrance|Entrada del Trono de las Mareas
Grim Batol Entrance|Entrada de Grim Batol
The Stonecore Entrance|Entrada de El Núcleo Pétreo
The Threshold|El Umbral
Altar of Twilight|Altar del Crepúsculo
Gate of Hamatep|Puerta de Hamatep
Vir'naal River|Río Vir'naal
Twilight Aerie|Nidal Crepuscular
The Twilight Withering|Quebranto Crepuscular
Twilight Bulwark|Baluarte Crepuscular
Sunken Dig Site|Excavación Sumergida
The Hidden Clutch|La Guarida Oculta
The Nosebleeds|La Hemorragia
Highland Forest|Bosque de las Tierras Altas
Obsidian Forest|Bosque Obsidiana
Cradle of the Ancients|Cuna de los Ancestros
Obelisk of the Sun|Obelisco del Sol
Sunken Temple Entrance|Entrada del Templo Sumergido
Chamber of the Sun|Cámara del Sol
Schnottz's Landing|Embarcadero de Schnottz
Eastpoint Tower|Torre Oriental
Sludgeguard Tower|Torre Guardalodo
Shriveled Oasis|Oasis Árido
Ruins of Ammon|Ruinas de Ammon
The Black Breach|La Brecha Negra
Tomb of the Earthrager|Tumba del Terracundo
Firebeard Cemetery|Cementerio Barbafuego
The Cursed Landing|El Embarcadero Maldito
The Steps of Fate|Los Pasos del Sino
The Trail of Devastation|La Senda de la Devastación
Pyrox Flats|Llanos de Pirox
The Verdant Thicket|El Matorral Verde
The Circle of Cinders|El Círculo de las Cenizas
The Tranquil Grove|La Arboleda Tranquila
Ruins of Lar'donir|Ruinas de Lar'donir
Shadowlurk Ridge|Cresta Acechumbra
Black Drake Roost|Nidal del Draco Negro
Iron Summit|Cima de Hierro
Thorium Advance|Avance del Torio
Oasis of the Fallen Prophet|Oasis del Profeta Caído
The Trapper's Enclave|Enclave del Trampero
Terrace of the Augurs|Bancal de los Augurios
Sanctum of the South Wind|Sagrario del Viento del Sur
The Warlord's Garrison|Cuartel del Señor de la Guerra
Lion's Pride Inn|Posada Orgullo de León
Throne of the Four Winds|Trono de los Cuatro Vientos
Glopgut's Hollow|Foso Tripal
Humboldt Conflagration|Conflagración de Humboldt
The Twilight Breach|La Brecha Crepuscular
Tahret Grounds|Tierras de Tahret
Seal of the Sun King|Sello del Rey Sol
Whisperwind Grove|Arboleda Susurravientos
Sahket Wastes|Ruinas de Sahket
Ruins of Ahmtul|Ruinas de Ahmtul
Wildheart Point|Alto de Corazón Salvaje
The Whelping Downs|Las Colinas de los Vástagos
Flamestar Post|Puesto Llamaestrella
Black Tooth Hovel|Cobertizo Diente Negro
Fields of Honor|Campos de Honor
Chiselgrip|Cincelada
Firegut Furnace|Horno Pirontraña
The Skull Warren|El Laberinto de Calaveras
D-Block|Bloque D
Cursed Depths|Profundidades Malditas
The Hole|El Agujero
Obsidian Lair|Guarida Obsidiana
Neferset City|Ciudad de Neferset
Sunwatcher's Ridge|Monte del Vigía del Sol
Vir'naal Dam|Presa Vir'naal
Cannon's Inferno|Infierno de Cannon
Obelisk of the Moon|Obelisco de la Luna
Temple of Uldum|Templo de Uldum
Oasis of Vir'sar|Oasis de Vir'sar
Ruins of Khintaset|Ruinas de Khintaset
Chamber of the Moon|Cámara de la Luna
Sullah's Sideshow|Puesto de Sullah
Maker's Ascent|Ascenso del Hacedor
Arikara's Needle|Aguja de Arikara
Irontree Clearing|Claro de Troncoferro
Valley of Ashes|Valle de las Cenizas
Sindweller's Rise|Alto del Morapecado
Neferset City Outskirts|Afueras de la Ciudad de Neferset
Wildhammer Flag Room|Sala de la Bandera Martillo Salvaje
Dragonmaw Flag Room|Sala de la Bandera Faucedraco
Thunderstrike Mountain|Monte del Rayo
Beneath The Double Rainbow|Debajo del Arco Iris Doble
Pilgrim's Precipice|Precipicio del Peregrino
Bashal'Aran Collapse|Ocaso de Bashal'Aran
The Howling Oak|El Roble Quejumbroso
Mount Akher|Monte Akher
Tombs of the Precursors|Tumbas de los Precursores
Arsad Trade Post|Puesto Comercial de Arsad
Darkspear Shore|Costa Lanza Negra
The Deathknell Graves|Las Tumbas del Camposanto
Murkdeep Cavern|Caverna Negrasombra
Keset Pass|Paso de Keset
Ahn'Qiraj: The Fallen Kingdom|Ahn'Qiraj: El Reino Caído
Surveyors' Outpost|Avanzada de vigilantes
M.A.C. Diver|Otilius
Tomb of the Sun King|Tumba del Rey del Sol
The Circle of Life|El Círculo de la Vida
Schnottz's Hostel|Hostal de Schnottz
Halls of Origination Entrance|Entrada de las Cámaras de los Orígenes
The Vortex Pinnacle Entrance|Entrada de La Cumbre del Vórtice
Goodgrub Smoking Pit|Foso de Humo de Buenazampa
The Catacombs|Las Catacumbas
Snowden Chalet|Chalet Cubilnevado
The Steam Pools|Las Charcas Vaporosas
Beryl Egress|Egreso de Berilo
Lost City of the Tol'vir Entrance|Entrada de la Ciudad Perdida de los Tol'vir
Atulhet's Tomb|Tumba de Atulhet
Vir'naal Oasis|Oasis Vir'naal
Vir'naal Lake|Lago Vir'naal
Vir'naal River Delta|Delta Vir'naal
Fortune's Fist|Puño de la Fortuna
The Commons|Ágora
Duskmist Shore|Costa Noctuniebla
Brashtide Attack Fleet|Flota de Asalto Fuertemarea
Firelands|Tierras de Fuego
Twilight Camp|Campamento Crepuscular
Camp Mojache Longhouse|Casa Comunal del Campamento Mojache
Scott's Spooky Area|Escalofrío de Scott
Falconwing Inn|Posada Alalcón
Nordrassil Inn|Posada de Nordrassil
Whelgar's Retreat|Retiro de Whelgar
Molten Front|Frente de Magma
Sarahland|Sarahlandia
The Wandering Isle|La Isla Errante
Pei-Wu Forest|Bosque Pei-Wu
Malfurion's Breach|Brecha de Malfurion
Ashen Fields|Campos Cinéreos
Magma Springs|Fuentes de Magma
Igneous Depths|Profundidades Ígneas
Forlorn Spire|Cumbre Inhóspita
The Widow's Clutch|La Guarida de la Viuda
Wildflame Point|Alto Punta Salvaje
The Furnace|El Horno
The Molten Flow|La Corriente de Magma
Crumbling Stones|Rocas Desmoronadas
Fireplume Peak|Cima Pluma de Fuego
Ragnaros' Reach|Tramo de Ragnaros
Dreadmist Camp|Campamento Calígine
Rhyolith Plateau|Meseta de Piroclasto
Beth'tilac's Lair|Guarida de Beth'tilac
Flamebreach|Brecha Flama
Shatterstone|Ruina Pétrea
Mortal's Demise|Óbito del Mortal
Sulfuron Span|Puente de Sulfuron
Sulfuron Keep Courtyard|Patio de la Fortaleza de Sulfuron
Sulfuron Keep|Fortaleza de Sulfuron
The Molten Fields|Los Campos Fundidos
Dragonmaw Stronghold|Bastión Faucedraco
Thalassian Range|Campo de tiro Thalassiano
Amani Mountains|Montañas Amani
Nordune Ridge|Cresta Nordune
Darsok's Outpost|Avanzada de Darsok
A Dark Place|Un Lugar Oscuro
Cloudtop Terrace|Bancal Altonube
The Jade Forest|El Bosque de Jade
Schnottz's Frigate|Fragata de Schnottz
Well of Eternity|Pozo de la Eternidad
End Time|Fin de los Días
The Ridge of Ancient Flame|La Cresta de la Llama Ancestral
Entryway of Time|Umbral del Tiempo
The Staidridge|Crestaserena
The Anvil of Conflagration|El Yunque de Conflagración
Valley of the Four Winds|Valle de los Cuatro Vientos
Spine of the Destroyer UNUSED|Espinazo del Destructor UNUSED
Anvil of Conflagration|Yunque de Conflagración
Temple of Five Dawns|Templo de los Cinco Albores
The Path of Corruption|El Sendero de la Corrupción
Circle of Thorns|Círculo de Espinas
Bluff of the South Wind|Cima del Viento del Sur
The Dawning Valley|El Valle del Amanecer
The Singing Pools|Las Pozas Cantarinas
The Rows|El Labrantío
Mandori Village|Aldea Mandori
Ridge of Laughing Winds|Cresta Viento Risueño
Morning Breeze Village|Aldea Brisa Temprana
Fe-Feng Village|Poblado Fe-Feng
The Wood of Staves|El Bosque de Bastones
Wreck of the Skyseeker|Restos de El Buscacielos
Shang Xi Training Grounds|Campos de Entrenamiento de Shang Xi
Wu-Song Village|Aldea Wu-Song
Forest Heart|Corazón del Bosque
The Dawning Span|El Puente del Amanecer
Whispering Forest|Bosque Susurrante
Vale of Eternal Blossoms|Valle de la Flor Eterna
Kun-Lai Summit|Cima Kun-Lai
Townlong Steppes|Estepas de Tong Long
Tranquil Grotto|Confín Sereno
Hour of Twilight|Hora del Crepúsculo
Fu's Pond|Charca de Fu
The Dawning Stair|La Escalera del Albor
Cave of Meditation|Cueva de Meditación
Shrine of Inner-Light|Santuario de la Luz Interior
Silken Shore|Costa de la Seda
Paw'don Glade|Claro Zarpa'don
Wreck of the Vanguard|Restos de La Vanguardia
Garrosh'ar Point|Puesto Garrosh'ar
Nectarbreeze Orchard|Huerto Brisa Dulce
Tian Monastery|Monasterio Tian
Shrine of Remembrance|Santuario del Recuerdo
Camp Gormal|Campamento Gormal
The Elders' Path|El Camino de los Ancestros
Liang's Retreat|Retiro de Liang
Darkmoon Island|Isla Luna Negra
Pool of Reflection|Charca del Reflejo
Banquet Grounds|Tierras del Festín
Wreck of Hellscream's Fist|Restos del Puño de Grito Infernal
Ascent of Swirling Winds|Ascenso de la Espiral de Viento
Strongarm Airstrip|Pista de Aterrizaje Armafuerte
The Ring of Inner Focus|El Círculo del Enfoque Interno
The Darkmoon Faire|La Feria de la Luna Negra
The Ring of Balance|El Círculo del Equilibrio
Slingtail Pits|Fosas Colafusta
Sea Mist Ridge|Risco Niebla Marina
Waxwood|Bosque de Cera
Lair of the Jade Witch|Guarida de la Bruja de Jade
Serpent's Heart|Corazón del Dragón
Darkmoon Deathmatch|Combate a muerte de la Feria de la Luna Negra
Orchid Hollow|Cuenca de la Orquídea
Terrace of Ten Thunders|Bancal de los Diez Truenos
Maelstrom Deathwing Fight|Lucha de Alamuerte en La Vorágine
The Dai-Lo Farmstead|La Granja de Dai-Lo
Virmen Grotto|Gruta Mur
Teeming Burrow|Madriguera Fecunda
Ki-Han Brewery|Cervecería Ki-Han
Shrine of Dreaming Stones|Santuario del Risco Soñador
Chamber of Whispers|Cámara de los Susurros
Shadybranch Pocket|Alameda Ramasombra
Fox Grove|Arboleda del Zorro
Shang's Valley|Valle de Shang
Dragon Soul|Alma de Dragón
The Fertile Copse|El Soto Fértil
Serenity Falls|Cataratas de la Serenidad
Path of Enlightenment|Camino de la Iluminación
Exclamation Point|Punta del Grito
Cave of Words|Cueva de las Palabras
Darkmoon Path|Senda de la Luna Negra
Darkmoon Boardwalk|Paseo marítimo de la Luna Negra
Camp Nooka Nooka|Campamento Nooka Nooka
Spire of Solitude|Aguja de Soledad
Lake Kittitata|Lago Kittitata
Circle of Scale|Círculo de Escamas
Circle of Bone|Círculo de Huesos
Circle of Stone|Círculo de Piedras
Tideview Thicket|Matorral Olavista
Dire Maul - North|La Masacre: Norte
Dire Maul - East|La Masacre: Este
Dire Maul - West|La Masacre: Oeste
Stratholme - Main Gate|Stratholme: Entrada Principal
Stratholme - Service Entrance|Stratholme: Entrada de Servicio
Shado-Pan Monastery|Monasterio del Shadopan
Uncharted Sea|Mar Inexplorado
Eye of Eternity|Ojo de la Eternidad
Tasters' Arena|Arena de Catadores
Above the Frozen Sea|Sobre El Mar Gélido
Wyrmrest Summit|Cima del Reposo del Dragón
The Silkwood|El Sedal
Dawn's Blossom|Floralba
The Arboretum|El Arboretum
Shrine of the Dawn|Santuario del Alba
The Gong of Hope|El Gong de la Esperanza
Pearl Lake|Lago de Nácar
Pearlfin Village|Poblado Aleta de Nácar
Pang's Stead|Finca de Pang
Thunderfoot Fields|Granjas Pie Atronador
Thunderfoot Ranch|Rancho Pie Atronador
Thunderfoot Farm|Villoría Pie Atronador
Dreamer's Pavilion|Pabellón del Soñador
Tigers' Wood|Bosque del Tigre
Amberfly Bog|Ciénaga Brasacielo
Forlorn Hut|Cabaña Abandonada
Pool of the Paw|Poza de la Zarpa
Morning Breeze Lake|Lago Brisa Temprana
Shrine of Five Dawns|Santuario de los Cinco Albores
Grassy Cline|Vega Escarpada
Shang's Stead|Granja de Shang
Grookin Hill|Cerro Makaku
Dookin' Grounds|Campo del Miko
Scenic Overlook|Mirador Pintoresco
Murky Bank|Ribera Turbia
Den of Sorrow|Guarida del Pesar
Greenstone Quarry|Cantera Verdemar
Temple of the Jade Serpent|Templo del Dragón de Jade
Mudmug's Place|Hogar de Caolín
Sunsoaked Meadow|Prado Aguasol
The Twisted Warren|La Gazapera Retuerta
Deathwing|Alamuerte
Slicky Stream|Arroyo Manduka
Emperor's Omen|Augurio del Emperador
Stormstout Brewery|Cervecería del Trueno
The Bamboo Wilds|Las Tierras de Bambú
Woods of the Lost|Bosque de los Olvidados
Paoquan Hollow|Espesura Paoquan
Stoneplow|Villarroca
Stoneplow Fields|Campos de Villarroca
Singing Marshes|Marjal Exótico
Pools of Purity|Pozas de la Pureza
New Cifera|Nueva Cifera
Jade Temple Grounds|Tierras del Templo de Jade
Gate of the Setting Sun|Puerta del Sol Poniente
Ancient Courtyard|Patio Ancestral
Halfhill|El Alcor
The Halfhill Market|El Mercado del Alcor
The Imperial Granary|El Granero Imperial
Plain of Thieves|Llanura de los Ladrones
Gilded Fan|El Abanico Dorado
Winds' Edge|Acantilado del Céfiro
Silken Fields|Campos de Seda
The Gilding Stream|El Arroyo Áureo
The Heartland|Los Cultivos Florecientes
Courtyard of Lights|Patio de las Luces
Shores of the Well|Orillas del Pozo
Azshara's Palace|Palacio de Azshara
Springtail Warren|Gazapera Cola Saltarina
Zhu's Watch|Atalaya de Zhu
Thirsty Alley|Callejón Sediento
The Deepwild|La Jungla Salvaje
Zhu Province|Provincia Zhu
The Veiled Stair|La Escalera Velada
Thunder Cleft|Grieta del Trueno
Ruins of Dojan|Ruinas de Dojan
The Incursion|La Incursión
Dojani River|Río Dojani
Pools of Youth|Pozas de la Juventud
Windward Isle|Isla de Barlovento
Dawnchaser Retreat|Retiro del Cazador del Alba
Krasarang River|Río Krasarang
Ruins of Korja|Ruinas de Korja
Sentinel Basecamp|Campamento Base de las Centinelas
Fallsong Village|Poblado Canción de Otoño
Krasari Falls|Cataratas Krasari
The Forbidden Jungle|La Jungla Prohibida
The Southern Wall|La Muralla del Sur
Huangtze Falls|Cataratas Huangtze
Mistveil Sea|Mar Velo de Niebla
Windspire Bridge|Puente Lanzaviento
The Windspire|La Espiral de Viento
Nesingwary's Safari|Safari de Nesingwary
The Krasari Ruins|Las Ruinas Krasari
Virmen Nest|Nido Mur
Dustback Gorge|Despeñadero Loma Agreste
The Torjari Pit|La Fosa Torjari
The Wild Plains|Las Llanuras Salvajes
Mistfall Village|Aldea Bruma Otoñal
Ruins of Guo-Lai|Ruinas de Guo-Lai
The Golden Stair|La Escalera Dorada
Whitepetal Lake|Lago Pétalo Níveo
Setting Sun Garrison|Baluarte del Sol Poniente
The Golden Pagoda|La Pagoda Dorada
Tu Shen Burial Ground|Cementerio Tu Shen
Lair of the Beast|Guarida de la Bestia
Sunsong Ranch|Rancho Cantosol
The Sea Wolf|El Lobo de Mar
Temple of the Red Crane|Templo de la Grulla Roja
Crane Wing Refuge|Refugio Ala de Grulla
Spiritsong River|Río Canto Espiritual
Temple of Kotmogu|Templo de Kotmogu
Scarlet Halls|Cámaras Escarlata
Ruins Rise|Alto de las Ruinas
Winterbough Glade|Claro Brote Invernal
The Five Sisters|Las Cinco Hermanas
Shattered Convoy|Comitiva Asaltada
Binan Village|Aldea Binan
Kun-Lai Pass|Paso Kun-Lai
Moonwater Retreat|Retiro Agualuna
Skyrange|Firmamento
Kunzen Village|Poblado Kunzen
Terrace of Endless Spring|Veranda de la Primavera Eterna
Inkgill Mere|Presa Branquias de Tinta
The Drunken Hozen|El Hozen Beodo
Lao & Son's Yakwash|Lavadero de Yaks Lao e Hijo
The Autumn Plains|Las Llanuras Otoñales
Guo-Lai Halls|Salas de Guo-Lai
The Golden Gateway|La Puerta Dorada
Auburn Bluffs|Cimas Cobrizas
Sri-La Village|Aldea Sri-La
Seat of the Spirit Waker|Trono del Invocador
The Grummle Bazaar|El Bazar Grúmel
Serpent's Overlook|Mirador del Dragón
Peak of Serenity|Pico de la Serenidad
The Splintered Path|La Vereda Solitaria
Camp Broketooth|Campamento Dienterroto
The Deeper|La Zanja
One Keg|Barrilia
Broketooth Outpost|Avanzada Dienterroto
The Dooker Dome|La Cúpula del Miko
Knucklethump Hole|Agujero Machakadedo
Yeti Mountain Basecamp|Campamento de Montaña Yeti
The Burlap Trail|La Senda Arpillera
The Burlap Valley|El Valle Arpillero
Greenstone Masons' Quarter|Barrio de Canteros de Verdemar
Fire Camp Bataar|Campamento Bataar
Eastwind Rest|Reposo Viento del Este
Westwind Rest|Reposo Viento del Oeste
Cattail Lake|Lago de las Eneas
Kunzen Cave|Cueva Kunzen
Chow Farmstead|Granja de Tallarín
Pranksters' Hollow|Escondrijo de los Bribones
Muskpaw Ranch|Rancho Zarpa Lanuda
A Brewing Storm|Cervezas y Truenos
Thunderpaw Refuge|Refugio Zarpa Atronadora
Thunderpaw Overlook|Mirador Zarpa Atronadora
Anglers Wharf|Muelle de los Pescadores
Verdant Belt|Franja Verdeante
Narsong Trench|Zanja de Narsong
The Thunderwood|El Bosque del Trueno
The Burlap Waystation|La Estación Arpillera
Narsong Spires|Pináculos de Narsong
Fountain of the Everseeing|Fuente de la Visión Eterna
The Scrollkeeper's Sanctum|El Sagrario del Escribiente
Terrace of the Twin Dragons|Aposento de los Dragones Gemelos
The Heart of Jade|El Corazón de Jade
Fire Camp Ruqin|Campamento Ruqin
Grove of Falling Blossoms|La Arboleda Florida
Fire Camp Ordo|Campamento de Ordo
Mogu'shan Vaults|Cámaras Mogu'shan
Silvershard Mines|Minas Lonjaplata
The Silent Sanctuary|El Santuario Silente
Shado-Pan Fallback|Retirada del Shadopan
Firebough Nook|Rincón Tallo Ardiente
Krasarang Wilds|Espesura Krasarang
Nayeli Lagoon|Laguna Nayeli
Frostmane Hovel|Cobertizo Peloescarcha
Dread Wastes|Desierto del Pavor
Shrine of Two Moons|Santuario de las Dos Lunas
Shrine of Seven Stars|Santuario de las Siete Estrellas
Mogu'shan Palace|Palacio Mogu'shan
Jin Yang Road|Camino Jin Yang
The Summer Fields|Los Campos Estivales
Marista|Vistamar
Ancestral Rise|Alto Ancestral
The Ox Gate|La Puerta del Buey
Mortbreath Grotto|Gruta Hálitovil
Fire Camp Yongqi|Campamento Yongqi
Yinying Village|Aldea Yinying
Cradle of Chi-Ji|Cuna de Chi-Ji
Kota Peak|Cumbre Kota
Kota Basecamp|Campamento Base Kota
Sandy Shallows|Arrecifes Arenáceos
Sarjun Depths|Profundidades Sarjun
Angkhal Pavilion|Pabellón de Angkhal
Pedestal of Hope|Pedestal de la Esperanza
Dome Balrissa|Cúpula Balrissa
Fire Camp Osul|Campamento Osul
Lower Sumprushes|El Sumidero Inferior
Upper Sumprushes|El Sumidero Superior
Longying Outpost|Avanzada Longying
Zouchin Strand|Playa Zouchin
Zouchin Village|Aldea Zouchin
Northshire|Villanorte
Hatred's Vice|Corrupción del Odio
Tallmug's Camp|Puesto de Jarroalto
Temple of the White Tiger|Templo del Tigre Blanco
Seeker's Folly|Perdición del Explorador
Owen's Wishing Well|Pozo de los deseos de Owen
Neverest Pinnacle|Cumbre del Nieverest
Waterspeaker's Sanctuary|Santuario del Orador del Agua
Seeker's Point|Refugio del Explorador
Mount Neverest|Monte Nieverest
Neverest Basecamp|Campamento Base Nieverest
Gao-Ran Battlefront|Frente Gao-Ran
Shallowstep Pass|Paso de la Senda Lóbrega
The Widening Deep|La Hondonada Creciente
Dampsoil Burrow|Madriguera Fangosa
Dusklight Hollow|Cuenca del Anochecer
Dusklight Bridge|Puente del Anochecer
Rensai's Watchpost|Vigilancia de Rensai
Farwatch Overlook|Alto de Vigilancia
Sik'vess Lair|Guarida Sik'vess
Shado-Pan Garrison|Cuartel del Shadopan
Valley of Emperors|Valle de los Emperadores
Tomb of Shadows|Tumba de las Sombras
Tomb of Secrets|Tumba de los Secretos
Tomb of Conquerors|Tumba de los Conquistadores
