Original|Translated
Hara'ti (Paragon)|Hara'ti (dechado)
Silvermoon Court (Paragon)|Corte de Lunargenta (dechado)
PLAYER, Haranir Horde|JUGADOR, haranir Horda
PLAYER, Haranir Alliance|JUGADOR, haranir Alianza
Manaforge Vandals|Vándalos de la Forja de Maná
Delves: Coffer Key Shards Conversion|Profundidades: conversión de fragmentos de llave de arca
Prey: Season 1|Presa: temporada 1
Slayer's Duellum|Duellum del Asesino
Slayer's Duellum (Paragon)|Duellum del Asesino (dechado)
Shadowpine Tribe|Tribu Sombrapino
Revantusk Tribe|Tribu Sañadiente
Ritual Sites|Lugares de ritual
Ritual Sites (Paragon)|Lugares de ritual (dechado)
Stormwind Stockade|Mazmorras de Ventormenta
Deadmines|Minas de la Muerte
Lower Blackrock Spire|Cumbre de Roca Negra Inferior
Opening of the Dark Portal|Apertura del Portal Oscuro
Ancient Zul'Gurub|Antiguo Zul'Gurub
Alliance PVP Barracks|Cuartel JcJ de la Alianza
Horde PVP Barracks|Cuartel JcJ de la Horda
Classic Warsong Gulch|Garganta Grito de Guerra clásica
Classic Arathi Basin|Cuenca de Arathi clásica
Ahn'Qiraj Temple|Templo de Ahn'Qiraj
The Battle for Mount Hyjal|La Batalla del Monte Hyjal
Hellfire Citadel: The Shattered Halls|Ciudadela del Fuego Infernal: Salas Arrasadas
Hellfire Citadel: The Blood Furnace|Ciudadela del Fuego Infernal: Horno de Sangre
Hellfire Citadel: Ramparts|Ciudadela del Fuego Infernal: Murallas
Coilfang: The Steamvault|Colmillo Torcido: Cámara de Vapor
Coilfang: The Underbog|Colmillo Torcido: La Sotiénaga
Coilfang: The Slave Pens|Colmillo Torcido: Recinto de los Esclavos
Coilfang: Serpentshrine Cavern|Reserva Colmillo Torcido: Caverna Santuario Serpiente
Tempest Keep: The Arcatraz|El Castillo de la Tempestad: El Arcatraz
Tempest Keep: The Botanica|El Castillo de la Tempestad: El Invernáculo
Tempest Keep: The Mechanar|El Castillo de la Tempestad: El Mechanar
Auchindoun: Shadow Labyrinth|Auchindoun: Laberinto de las Sombras
Auchindoun: Sethekk Halls|Auchindoun: Salas Sethekk
Auchindoun: Mana-Tombs|Auchindoun: Tumbas de Maná
Auchindoun: Auchenai Crypts|Auchindoun: Criptas Auchenai
The Escape from Durnholde|La Fuga de Durnholde
Northrend|Rasganorte
Transport: Rut'theran to Auberdine|Transporte: Rut'theran a Auberdine
Transport: Menethil to Theramore|Transporte: Menethil a Theramore
Transport: Exodar to Auberdine|Transporte: El Exodar a Auberdine
Transport: Feathermoon Ferry|Transporte: Transbordador de Plumaluna
Transport: Menethil to Auberdine|Transporte: Menethil a Auberdine
Transport: Orgrimmar to Grom'Gol|Transporte: Orgrimmar a Grom'gol
Transport: Grom'Gol to Undercity|Transporte: Grom'gol a Entrañas
Transport: Undercity to Orgrimmar|Transporte: Entrañas a Orgrimmar
Transport: Booty Bay to Ratchet|Transporte: Bahía del Botín a Trinquete
Transport: Howling Fjord Sister Mercy (Quest)|Transporte: Fiordo Aquilonal Hermana Misericordia (misión)
Transport: Naglfar|Transporte: Naglfar
Ebon Hold|El Bastión de Ébano
Transport: Tirisfal to Vengeance Landing|Transporte: Tirisfal al Campo Venganza
Transport: Menethil to Valgarde|Transporte: Menethil a Valgarde
Transport: Orgrimmar to Warsong Hold|Transporte: Orgrimmar al Bastión Grito de Guerra
Transport: Stormwind to Valiance Keep|Transporte: Ventormenta a la Fortaleza Denuedo
Transport: Moa'ki to Unu'pe|Transporte: Moa'ki a Unu'pe
Transport: Moa'ki to Kamagua|Transporte: Moa'ki a Komawa
Transport: Orgrim's Hammer|Transporte: Martillo de Orgrim
Transport: The Skybreaker|Transporte: El Rompecielos
Abyssal Maw Exterior|Fauce Abisal Exterior
Transport: Orgrimmar to Thunder Bluff|Transporte: Orgrimmar a Cima del Trueno
LostIsles|Las Islas Perdidas
Lost Isles Volcano Eruption|Erupción de Volcán de Las Islas Perdidas
Lost Isles Town in a Box|Ciudad de Bolsillo de Las Islas Perdidas
Transport: Alliance Vashj'ir Ship|Transporte: barco Vashj'ir Alianza
Transport: The Skybreaker (Icecrown Citadel Raid)|Transporte: El Rompecielos (Banda de Ciudadela de la Corona de Hielo)
Transport: Orgrim's Hammer (Icecrown Citadel Raid)|Transporte: Martillo de Orgrim (Banda de Ciudadela de la Corona de Hielo)
Transport: Ship to Vashj'ir|Transporte: barco a Vashj'ir
Transport: The Skybreaker (IC Dungeon)|Transporte: El Rompecielos (Mazmorra de Ciudadela de la Corona de Hielo)
Transport: Orgrim's Hammer (IC Dungeon)|Transporte: Martillo de Orgrim (Mazmorra de Ciudadela de la Corona de Hielo)
Transport: The Mighty Wind (Icecrown Citadel Raid)|Transporte: El Viento Poderoso (Banda de Ciudadela de la Corona de Hielo)
Maelstrom Zone|Zona de La Vorágine
Stonetalon Bomb|Bomba del Espolón
Twilight Highlands Dragonmaw Phase|Tierras Altas Crepusculares: Fase de Faucedraco
Ship to Vashj'ir (Orgrimmar -> Vashj'ir)|Barco hacia Vashj'ir (Orgrimmar -> Vashj'ir)
Vashj'ir Sub - Horde|Submarino de Vashj'ir: Horda
Vashj'ir Sub - Alliance|Submarino de Vashj'ir: Alianza
Twilight Highlands Horde Transport|Tierras Altas Crepusculares: Transporte de la Horda
Vashj'ir Sub - Horde - Circling Abyssal Maw|Submarino de Vashj'ir: Horda - Circulando por Fauce Abisal
Vashj'ir Sub - Alliance circling Abyssal Maw|Submarino de Vashj'ir: Alianza circulando por Fauce Abisal
Uldum Phase Oasis|Oasis de fase de Uldum
Transport: Deepholm Gunship|Transporte: Nave de guerra de Infralar
Transport: Gilneas Moving Gunship|Transporte: Nave de guerra de Gilneas en movimiento
Transport: Gilneas Static Gunship|Transporte: Nave de guerra de Gilneas estática
Redridge - Orc Bomb|Crestagrana - Bomba de orcos
Redridge - Bridge Phase One|Crestagrana - Primera fase del puente
Redridge - Bridge Phase Two|Crestagrana - Segunda fase del puente
Uldum Phased Entrance|Entrada de Uldum en fase
Twilight Highlands Phased Entrance|Entrada de Tierras Altas Crepusculares en fase
Twilight Highlands Zeppelin 1|Zepelín 1 de Tierras Altas Crepusculares en fase
Twilight Highlands Zeppelin 2|Zepelín 2 de Tierras Altas Crepusculares en fase
Uldum - Phase Wrecked Camp|Uldum: fase del campamento arrasado
Krazzworks Attack Zeppelin|Zepelín de ataque de La Krazzería
Transport: Gilneas Moving Gunship 02|Transporte: Nave de guerra de Gilneas en movimiento 02
Transport: Gilneas Moving Gunship 03|Transporte: Nave de guerra de Gilneas en movimiento 03
Nexus Legendary|Legendario del Nexo
Rated Eye of the Storm|Ojo de la Tormenta puntuado
Jade Forest Alliance Hub Phase|Fase del centro de la Alianza en El Bosque de Jade
Jade Forest Battlefield Phase|Fase de campo de batalla de El Bosque de Jade
Turtle Ship Phase 01|Fase 01 del barco de la tortuga
Turtle Ship Phase 02|Fase 02 del barco de la tortuga
Tol'Viron Arena|Arena Tol'viron
Theramore's Fall (H)|Caída de Theramore (H)
Theramore's Fall (A)|Caída de Theramore (A)
Ruins of Theramore|Ruinas de Theramore
Pet Battle - Jade Forest|Duelo de mascotas: El Bosque de Jade
Horde Beach Daily Area|Zona de diarias de playa de la Horda
Alliance Beach Daily Area|Zona de diarias de playa de la Alianza
Mogu Island Daily Area|Zona de diarias de la isla mogu
Stormwind Gunship Pandaria Start Area|Zona de inicio de Pandaria: nave de guerra de Ventormenta
Orgrimmar Gunship Pandaria Start|Zona de inicio de Pandaria: nave de guerra de Orgrimmar
Theramore's Fall Phase|Fase de la Caída de Theramore
Jade Forest Horde Starting Area|Zona de inicio de la Horda de El Bosque de Jade
Naval Battle Scenario|Gesta de batalla naval
Defense Of The Ale House BG|CDB de Defensa de la Taberna
Deepwind Gorge (Legacy)|Cañón del Céfiro (antiguo)
Jaina Dalaran Scenario|Gesta de Dalaran de Jaina
Pursuing the Black Harvest|Tras la Cosecha Oscura
Transport: DarkmoonCarousel|Transporte: Carrusel de la Luna Negra
Thunder King Horde Hub|Centro de la Horda en la Isla del Trueno
Thunder Island Alliance Hub|Centro de la Alianza en la Isla del Trueno
City Siege - Mogu Island Progression Scenario|Asedio a la ciudad - Gesta de progresión de la isla mogu
Lightning Forge - Mogu Island Progression Scenario|Forja de los relámpagos - Gesta de progresión de la isla mogu
Shipyard - Mogu Island Progression Scenario|Astillero - Gesta de progresión de la isla mogu
Alliance Hub - Mogu Island Progression Scenario|Centro de la Alianza - Gesta de progresión de la isla mogu
Mogu Island Progression Events|Eventos de progresión de la isla mogu
Final Gate - Mogu Island Progression Scenario|Puerta final - Gesta de progresión de la isla mogu
Mogu Island Events - Horde Base|Eventos de la isla mogu - Base de la Horda
Mogu Island Events - Alliance Base|Eventos de la isla mogu - Base de la Alianza
Transport: The Skybag (Brawl'gar Arena)|Transporte: La Badea los Cielos (Arena Liza'gar)
Transport: Zandalari Ship (Mogu Island)|Transporte: Barco Zandalari (Isla mogu)
Mogu Island Loot Room|Sala de botín de la isla mogu
Heart of the Old God Scenario|Gesta del Corazón del Dios Antiguo
Halfhill Scenario|Gesta de El Alcor
Transport: Siege of Orgrimmar (Alliance)|Transporte: Asedio de Orgrimmar (Alianza)
Transport: Siege of Orgrimmar (Horde)|Transporte: Asedio de Orgrimmar (Horda)
Warcraft Heroes|Héroes de Warcraft
Blasted Lands Phase|Fase de Las Tierras Devastadas
The Battle for Shattrath|La Batalla por Shattrath
Broken Isles|Islas Abruptas
Circle of Blood Scenario|Gesta del Anillo de Sangre
Teron'gor's Confrontation|El enfrentamiento de Teron'gor
Grommashar Scenario|Gesta de Grommashar
Auchindoun Quest|Misión de Auchindoun
Gorgrond Finale|Desenlace de Gorgrond
Scourge of Northshire|Plaga de Villanorte
The Broken Shore (old - delete)|Costa Abrupta
Transport: The Iron Mountain|Transporte: la Montaña de Hierro
Broken Shore Scenario|Gesta de la Costa Abrupta
Azsuna Scenario|Gesta de Azsuna
Illidans Rock|Peñasco de Illidan
Helhiem Exterior Area|Zona Exterior de Helheim
Garrison - Alliance - Shipyard|Ciudadela - Alianza - Astillero
Garrison - Horde - Shipyard|Ciudadela - Horda - Astillero
The Maw of Nashal|Fauces de Nashal
Transport: The Maw of Nashal|Transporte: Fauces de Nashal
The Temple of Elune|Templo de Elune
Garrison Shipyard - Submarine - Alliance|Astillero de la ciudadela - Submarino - Alianza
Garrison Shipyard - Destroyer - Alliance|Astillero de la ciudadela - Destructor - Alianza
Garrison Shipyard - Transport|Astillero de la ciudadela - Transportador
Garrison Shipyard - Battleship - Alliance|Astillero de la ciudadela - Buque de combate - Alianza
Garrison Shipyard - Carrier - Horde|Astillero de la ciudadela - Portanaves - Horda
Garrison Shipyard - Submarine - Horde|Astillero de la ciudadela - Submarino - Horda
Garrison Shipyard - Destroyer - Horde|Astillero de la ciudadela - Destructor - Horda
Maw of Souls|Fauce de Almas
Garrison Shipyard - Carrier - Alliance|Astillero de la ciudadela - Portanaves - Alianza
Garrison Shipyard - Battleship - Horde|Astillero de la ciudadela - Buque de combate - Horda
Dalaran Underbelly|Los Bajos Fondos de Dalaran
Huln's War|Guerra de Huln
Stormheim Prescenario Windrunner|Pregesta de Tormenheim: Brisaveloz
Stormheim Prescenario Skyfire|Pregesta de Tormenheim: Abrasacielos
Defense of the Fel Hammer Scenario|Gesta de la Defensa del Martillo Vil
High Mountain Scenario|Gesta de Monte Alto
Ursocs Lair|Guarida de Ursoc
Assault on Violet Hold|Asalto al Bastión Violeta
Nexus Vault|La Cámara del Nexo
Assault on Stormwind|Asalto a Ventormenta
Throne of the Tides (Artifact Scenario)|Trono de las Mareas (gesta de artefacto)
Hyjal War of the Ancients Quest|Misión de la Guerra de los Ancestros de Hyjal
Artifact - Serenity Legion Scenario|Artefacto - Gesta de la Legión - Serenidad
The Ruins of Falanaar|Ruinas de Falanaar
Death Knight Campaign - Undercity|Campaña de los caballeros de la Muerte - Entrañas
Death Knight Campaign - Scarlet Monastery|Campaña de los caballeros de la Muerte - Monasterio Escarlata
Artifact - Stormwind|Artefacto - Ventormenta
Black Temple - Legion|Templo Oscuro: Legion
Telogrus Rift Scenario|Gesta Falla de Telogrus
Mage Campaign - The Oculus|Campaña de mago - El Oculus
Battle of Exodar|Batalla de Exodar
Trial of the Serpent|Prueba del dragón
The Collapse - Suramar Scenario|El Derrumbamiento: Gesta de Suramar
Fel Hammer DH Scenario|El Martillo Vil - Gesta de cazador de demonios
Transport: Alliance Battleship|Transporte: Buque de Combate de la Alianza
The Arcway - Suramar Scenario|La Arquería - Gesta de Suramar
Plunder Isle|Isla del Saqueo
Vol'jin's Funeral Pyre|Pira Funeraria de Vol'jin
Transport: Horde Battleship|Transporte: Buque de Combate de la Horda
Legion Command Ship Transport|Transporte: Nave de Mando de la Legión
Return to Karazhan|Regreso a Karazhan
The Assault on Broken Shore|Asalto a la Costa Abrupta
Broken Shore (Delete)|Costa Abrupta (Borrar)
Arathi Basin Winter|Invierno en la Cuenca de Arathi
Cooking: Impossible|Cocina: imposible
Battleship: Ruin|Buque de combate: Ruina
Broken Shore Mage Tower|Torre de magos de la Costa Abrupta
Azeroth's Warning Scenario|Gesta La advertencia de Azeroth
Frozen Wastes|Baldíos helados
Trial of Style|Prueba de Estilo
Seat of the Triumvirate|Trono del Triunvirato
Horde Battleship - The Banshee's Wail|Buque de combate de la Horda - Llanto del Alma en Pena
Invasion Points|Puntos de Invasión
Alliance Battleship -  Wind's Redemption|Buque de combate de la Alianza - Redención del Viento
Silithus Phase|Fase de Silithus
Karazan Chess|Ajedrez de Karazan
Transport: Azerite BG - Alliance Airship|Transporte: CDB de azerita - Nave de la Alianza
Transport: Azerite BG - Horde Gunship|Transporte: CDB de azerita - Nave de guerra de la Horda
Warfronts Arathi - Horde|Frente de Guerra: Arathi, Horda
Jorundall (Islands 7)|Jorundall (islas 7)
Siege of Orgrimmar - Mag'har Orc Unlock Scenario|Asedio de Orgrimmar - Gesta de desbloqueo orcos Mag'har
Silithus Alliance Gunship|Nave de guerra de la Alianza en Silithus
Silithus Horde Gunship|Nave de guerra de la Horda en Silithus
Stormwind Escape from Stockades|Ventormenta: Huida de las Mazmorras
Zandalar Continent Finale|Final del Continente de Zandalar
Transport: Kul Tiras - Bridgeport - The Maiden's Virtue|Transporte: Kul Tiras - Puertopuente - Virtud de la Doncella
Zandalari Flagship|Buque Insignia Zandalari
Lordaeron Blight|Añublo de Lordaeron
Alliance Battleship -  Wind's Redemption Voldun|Buque de combate de la Alianza - Redención del Viento, Vol'dun
Transport: Nazmir Raid Elevator|Transporte: Ascensor de la banda de Nazmir
Warfronts Arathi - Alliance|Frente de Guerra: Arathi, Alianza
Thros, The Blighted Lands|Thros, las Tierras Contagiadas
Arathi Highlands 2|Tierras Altas de Arathi 2
The Great Sea Alliance|Mare Magnum: Alianza
The Golden Skipper - Zandalari Transport Ship|El Capitán Dorado - Barco de transporte Zandalari
Zandalari Transport Ship Large|Transportador Zandalari grande
Goblin Ship Final|Nave goblin final
The Great Sea Horde|Mare Magnum: Horda
Zandalari Battleship - Gral's Call|Barco de batalla Zandalari - Llamada de Gral
Zuldazar Alliance Bombing Run|Bombardeo de la Alianza sobre Zuldazar
Firelands - Dark Iron Dwarf|Tierras de Fuego - Enano Hierro Negro
Blackrock Depths - Dark Iron Dwarf Hub|Profundidades de Roca Negra - Centro de los enanos Hierro Negro
Warfronts Darkshore - Alliance|Frente de Guerra: Costa Oscura, Alianza
Warfronts Darkshore - Horde|Frente de Guerra: Costa Oscura, Horda
Maw Prototype|Prototipo de Las Fauces
Battle for Wintergrasp|Batalla por Conquista del Invierno
Transport: Cooking: Impossible - Hot Air Balloon - Alliance|Transporte: Cocina: imposible - Globo aerostático, Alianza
Transport: Cooking: Impossible - Hot Air Balloon - Horde|Transporte: Cocina: imposible - Globo aerostático, Horda
Shrine of the Storm Quests|Misiones del Altar de la Tormenta
Crestfall (Islands 11)|Catacresta (islas 11)
Dagger Realm|Reino de las Dagas
Tol Dagor Scenario|Gesta de Tol Dagor
Transport: Zuldazar Raid Ship|Transporte: Barco de banda de Zuldazar
Transport: Night Elf Warship|Transporte: Nave de guerra de los elfos de la noche
Transport: Forsaken Warship|Transporte: Nave de guerra de los Renegados
Halls of Stone Scenario|Gesta de las Cámaras de Piedra
Gnomeregan Scenario|Gesta de Gnomeregan
Transport: Zuldazar Raid Boralus Ship|Transporte: Barco de banda de Zuldazar (Boralus)
Uldir Scenario|Gesta de Uldir
Tauren Heritage Scenario|Gesta Legado de los tauren
Scarlet Halls, Dark Ranger|Cámaras Escarlata, forestal oscuro
Arathi Basin Comp Stomp|Entorno hostil de la Cuenca de Arathi
Stratholme Pet Dungeon|Mazmorra de mascotas de Stratholme
The Dreamgrove (Hearthstone Tavern)|Arboleda de los Sueños (Taberna de Hearthstone)
Hearthstone Tavern|Taberna de Hearthstone
Korrak's Revenge|Venganza de Korrak
Neltharion's Lair - HoA Scenario|Guarida de Neltharion - Gesta del CdA
Eastern Kingdoms - Vermillion Redoubt - HoA Scenario|Reinos del Este - Reducto Bermellón - Gesta del CdA
Emerald Dream - HoA Scenario|Sueño Esmeralda - Gesta del CdA
Siege of Orgrimmar - Coup Scenario|Asedio de Ogrimmar - Gesta de derrocamiento
Gilneas - Worgen Heritage Scenario|Gilneas - Gesta Legado de los huargen
Horrific Vision of Orgrimmar|Visión horripilante de Orgrimmar
Horrific Vision of Stormwind|Visión horripilante de Ventormenta
The Maelstrom - Heart of Azeroth|La Vorágine - Corazón de Azeroth
Chamber of Heart - Repaired|Cámara del Corazón - Reparada
The Shadowlands|Las Tierras Sombrías
The Eye of Eternity - HoA Scenario|El Ojo de la Eternidad - Gesta del CdA
Karazhan Catacombs - HoA Scenario|Catacumbas de Karazhan - Gesta del CdA
Temple of the Jade Serpent - HoA Scenario|Templo del Dragón de Jade - Gesta del CdA
Caverns of Time - Anniversary|Cavernas del Tiempo - Aniversario
Mogu'shan Scenario|Gesta de Mogu'shan
Chamber of Heart - Scenario|Cámara del Corazón - Gesta
Crapopolis - Scenario|Villaescoria - Gesta
Blackwing Descent Scenario|Gesta Descenso de Alanegra
city|ciudad
Revendreth Scenario|Gesta de Revendreth
Blackrock Depths - Pet Dungeon|Mazmorra de mascotas de Profundidades de Roca Negra
Vision of Ysera Scenario|Gesta de Visión de Ysera
Ardenweald Zone Scenario|Gesta de zona de Ardenweald
Ardenweald Tyrande Finale Scenario|Gesta final de Tyrande de Ardenweald
Bastion Scenario|Gesta de Bastión
Bastion Night Warrior Finale - Ardenweald Covenant Scenario|Final de la Guerrera Nocturna de Bastión - Gesta de la curia de Ardenweald
Transport: Torghast Bridge Platform01 Elevator|Transporte: Elevador de plataforma de puente 01 de Torghast
Ardenweald Covenant Chapter 2 Scenario|Gesta del capítulo 2 de la curia de Ardenweald
The Necrotic Wake (Transport)|Estela Necrótica (transporte)
Castle Nathria Scenario|Gesta del Castillo de Nathria
Sinfall Scenario|Gesta del Salto del Pecado
Maldraxxus Covenant Finale Scenario|Gesta final de la curia de Maldraxxus
Maldraxxus Broker Islands|Islas de los Especuladores de Maldraxxus
9.0 NPE - Horde - Starter Transport Ship - (STM)|EJN 9.0 - Horda - Nave de transporte inicial - (STM)
Maldraxxus Arena|Arena de Maldraxxus
9.0 Ardenweald Covenant Finale Drust Scenario|Gesta Drust final de la curia de Ardenweald 9.0
De Other Side (Ardenweald Campaign)|El Otro Lado (Campaña de Ardenweald)
Uldaman: Legacy of Tyr|Uldaman: Legado de Tyr
9.1 Battle of Ardenweald|La batalla de Ardenweald (9.1)
Path of the Primus|Senda del Prelado
Void Zone: Airship|Zona de Vacío: Nave
Grand Time Adventure|Gran Aventura Temporal
Old Beyfir|Viejo Beyfir
The Defiant Dragonscale|La Dragontina Desafiante
Young Belvo|Joven Belvo
Khaz Algar (Surface)|Khaz Algar (superficie)
Lost Arvillo|Arvillo Perdido
Tyr's Fall Scenario|Gesta Caída de Tyr
Zaralek Caverns - Chapter 6 scenario|Caverna Zaralek - Gesta del capítulo 6
Zaralek Caverns - Chapter 6 Scenario|Caverna Zaralek - Gesta del capítulo 6
Deathwing's Final Moment|El último momento de Alamuerte
Ambush Airship A|Nave emboscadora A
Ambush Airship B|Nave emboscadora B
Ambush Airship C|Nave emboscadora C
Ambush Airship D|Nave emboscadora D
The Timeways (Dawn of the Infinite Outdoor)|Las Líneas Temporales (exterior del Amanecer del Infinito)
Void Zone: Arathi Highlands|Zona de Vacío: Tierras Altas de Arathi
11.0 - Chamber of Heart|11.0 - Cámara del Corazón
New Candle, New Hope|Vela nueva, esperanza nueva
11.0 - Campaign Finale Scenario|11.0 - Gesta final de la campaña
